X;Y;FECHA;DIRECCION;DIRECCION_NORMALIZADA;M2TOTAL;PRECIOARS;PRECIOARSM;PRECIOUSD;PRECIOUSDM;CAMBIO;AMBIENTES;DORMITORIO;BAÑOS;URL;BARRIO;COMUNA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-58.401980911799235;-34.60478927414967;22/02/2018;AV. CORRIENTES 2500;CORRIENTES AV. 2500;110;3570500;33620;185000;1681;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43100937.HTML;BALVANERA;COMUNA 03;1046;C1046AAP
-58.39157750511986;-34.61673330324472;23/02/2018;ENTRE RIOS 700;ENTRE RIOS AV. 700;118;8878000;77960;460000;3898;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43102971.HTML;MONSERRAT;COMUNA 01;1080;C1080ABN
-58.40350161204048;-34.598669518258845;27/02/2018;CORDOBA 2600;CORDOBA AV. 2600;120;10615000;91660;550000;4583;20.00;3;3;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43112120.HTML;BALVANERA;COMUNA 03;1120;C1120AAU
-58.412113265485175;-34.605184401100516;27/02/2018;AGUERO 400;AGUERO 400;121;4632000;39660;240000;1983;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43113120.HTML;BALVANERA;COMUNA 03;1171;C1171ABD
-58.459345027757536;-34.60522954500164;01/02/2018;JUSTO JUAN B 4100;JUSTO, JUAN B. AV. 4100;116;4246000;36593;220000;1896;0.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43048567.HTML;CABALLITO;COMUNA 06;1416;C1416DJU
;;22/02/2018;JUAN B JUSTO;;78;2895000;38460;150000;1923;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43099625.HTML;;;;
-58.46413987242856;-34.61573527087055;22/02/2018;AV GAONA 2700;GAONA AV. 2700;104;2277400;22700;118000;1135;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43100164.HTML;FLORES;COMUNA 07;1416;C1416DSO
-58.461661452246624;-34.60962578710365;26/02/2018;ALVAREZ  DONATO T. GRAL. 1500;ALVAREZ, DONATO, TTE. GRAL. 1500;82;4439000;56080;230000;2804;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43106437.HTML;VILLA GRAL. MITRE;COMUNA 11;1416;C1416BTQ
;;13/02/2018;AV DE LOS INCAS;;530;21230000;54040;1100000;2702;20.00;6;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43080083.HTML;;;;
;;20/02/2018;AV. LOS INCAS;;350;9457000;36020;490000;1801;20.00;4;3;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43094086.HTML;;;;
;;08/02/2018;G. ARTIGAS 3500;;104;3203800;31920;166000;1596;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43055516.HTML;;;;
-58.496893693242455;-34.5966418274486;08/02/2018;BEIRO Y SAN MARTIN;BEIRO, FRANCISCO AV. Y SAN MARTIN AV.;40;2991500;77500;155000;3875;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43069035.HTML;AGRONOMIA;COMUNA 15;;
-58.49554888527085;-34.59581204515365;09/02/2018;BEIRO 3000;BEIRO, FRANCISCO AV. 3000;40;3377500;87500;175000;4375;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43073611.HTML;AGRONOMIA;COMUNA 15;1419;C1419HYQ
-58.491741067551246;-34.59007405824504;27/02/2018;ARTIGAS 3800;ARTIGAS, JOSE GERVASIO, GRAL. 3800;342;6948000;23000;360000;1150;20.00;4;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43114292.HTML;AGRONOMIA;COMUNA 15;1419;C1419ECF
;;22/02/2018;DONADO 800;;340;9650000;29400;500000;1470;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43100733.HTML;;;;
-58.477145128440796;-34.57964352397773;26/02/2018;TRIUNVIRATO 4000;TRIUNVIRATO AV. 4000;30;752700;26000;39000;1300;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43108448.HTML;PARQUE CHAS;COMUNA 15;1431;C1431FBP
-58.467925154202355;-34.5778271724083;27/02/2018;DE LOS INCAS AVDA. 4000;DE LOS INCAS AV. 4000;43;3860000;93020;200000;4651;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43112830.HTML;VILLA ORTUZAR;COMUNA 15;1427;C1427DNR
-58.372211249544485;-34.62832677260412;03/02/2018;BOLIVAR 1700;BOLIVAR 1700;400;10518500;26287;545000;1362;0.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-42986093.HTML;BARRACAS;COMUNA 04;1141;C1141AAJ
-58.375400723635515;-34.63440560387002;07/02/2018;MONTES DE OCA Y MARTIN GARCIA;MONTES DE OCA, MANUEL AV. Y GARCIA, MARTIN AV.;40;2991500;77500;155000;3875;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43068163.HTML;BARRACAS;COMUNA 04;;
-58.371669905993535;-34.630516874031535;27/02/2018;MARTIN GARCIA Y RUY;GARCIA, MARTIN AV. Y RUY DIAZ DE GUZMAN;40;3377500;87500;175000;4375;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43073348.HTML;BARRACAS;COMUNA 04;;
-58.375576082630765;-34.64623945280239;09/02/2018;HERRERA 1700;HERRERA 1700;120;8472700;73160;439000;3658;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43073716.HTML;BARRACAS;COMUNA 04;1295;C1295ACF
-58.37417417692755;-34.64701612014065;27/02/2018;CALIFORNIA 1800;CALIFORNIA 1800;30;5404000;186660;280000;9333;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43113307.HTML;BARRACAS;COMUNA 04;1289;C1289AAJ
-58.47308865163227;-34.652784774214844;15/02/2018;AV EVA PERON 4300 - PARQUE AVELLANEDA EXCELENTES LOCALES EN VENTA APTO VARIOS DESTINOS U$140.000;PERON, EVA AV. 4300;50;2702000;56000;140000;2800;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43085051.HTML;PARQUE AVELLANEDA;COMUNA 09;1407;C1407HUT
;;05/02/2018;AV. CARABOBO;;318;8106000;26400;420000;1320;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43062899.HTML;;;;
;;01/02/2018;SOMELLERA;;89;2219500;24936;115000;1292;0.00;2;2;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43051333.HTML;;;;
-58.43133420079399;-34.58940690841617;06/02/2018;SERRANO 1500;SERRANO 1500;223;9264000;41534;480000;2152;0.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-42989534.HTML;PALERMO;COMUNA 14;1414;C1414DFD
-58.38963628191577;-34.60080331616472;02/02/2018;MONTEVIDEO 700;MONTEVIDEO 700;82;3667000;46340;190000;2317;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43056991.HTML;SAN NICOLAS;COMUNA 01;1019;C1019ABN
-58.413384788861926;-34.59491941541757;05/02/2018;SOLER 3500;SOLER 3500;18;2123000;122220;110000;6111;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43063142.HTML;RECOLETA;COMUNA 02;1425;C1425BWF
-58.42375600305465;-34.58704115421845;06/02/2018;ARMENIA 2098;ARMENIA 2098;74;12545000;175660;650000;8783;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43065418.HTML;PALERMO;COMUNA 14;1425;C1425FBB
-58.429588533866095;-34.57987805104521;06/02/2018;HUMBOLDT 2337;HUMBOLDT 2337;230;11580000;52160;600000;2608;20.00;1;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43065700.HTML;PALERMO;COMUNA 14;1425;C1425FUE
-58.43717329311928;-34.57432792555389;06/02/2018;CABILDO 100;CABILDO AV. 100;40;2991500;77500;155000;3875;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43066780.HTML;PALERMO;COMUNA 14;1426;C1426AAN
-58.4353185038184;-34.568369876816355;09/02/2018;ARCE 780;ARCE 780;50;5018000;104000;260000;5200;20.00;2;2;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43066781.HTML;PALERMO;COMUNA 14;1426;C1426BSL
-58.433644543328604;-34.58736516464593;06/02/2018;GODOY CRUZ 1725;GODOY CRUZ 1725;200;15729500;81500;815000;4075;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43066901.HTML;PALERMO;COMUNA 14;1414;C1414CYK
-58.42185934836406;-34.59781430483856;07/02/2018;ACUÑA DE FIGUEROA 1200;ACUÑA DE FIGUEROA, FRANCISCO 1200;48;7430500;160400;385000;8020;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43067364.HTML;ALMAGRO;COMUNA 05;1180;C1180AAV
-58.42816072281753;-34.58740007788339;08/02/2018;COSTA RICA Y BORGES;COSTA RICA Y BORGES, JORGE LUIS;40;2991500;77500;155000;3875;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43069032.HTML;PALERMO;COMUNA 14;;
;;07/02/2018;JORGE NEWBERY 1200;;25;3184500;132000;165000;6600;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43069527.HTML;;;;
-58.434449941628046;-34.57445633400187;07/02/2018;AV DORREGO  2600;DORREGO AV. 2600;19;1312400;71560;68000;3578;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43069987.HTML;PALERMO;COMUNA 14;1425;C1425GAP
;;08/02/2018;CHARCAS 4900;;120;8685000;79640;450000;3982;20.00;3;2;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43072261.HTML;;;;
-58.43237790597356;-34.57351552335214;09/02/2018;AREVALO 2707;AREVALO 2707;20;2316000;120000;120000;6000;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43072929.HTML;PALERMO;COMUNA 14;1426;C1426DJA
-58.42828481669609;-34.58741943825815;09/02/2018;BORGES 1800;BORGES, JORGE LUIS 1800;40;3377500;87500;175000;4375;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43073487.HTML;PALERMO;COMUNA 14;1414;C1414DGD
;;09/02/2018;PARAGUAY;;27;2702000;103700;140000;5185;20.00;1;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43075383.HTML;;;;
-58.404613197201215;-34.57870921743694;27/02/2018;CASTEX 3300;CASTEX 3300;52;9457000;188460;490000;9423;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43078981.HTML;PALERMO;COMUNA 14;1425;C1425CDD
-58.430743421443026;-34.57358112424586;14/02/2018;HUERGO 200;HUERGO 200;450;16984000;46920;880000;2346;20.00;10;9;12;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43080645.HTML;PALERMO;COMUNA 14;1426;C1426BQB
;;14/02/2018;SOLER;;130;8878000;70760;460000;3538;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43081478.HTML;;;;
-58.434474263914204;-34.584203705263725;14/02/2018;EL SALVADOR 5500;EL SALVADOR 5500;400;14475000;42840;750000;2142;20.00;4;3;4;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43081808.HTML;PALERMO;COMUNA 14;1414;C1414BQB
-58.415427566968326;-34.584202513183904;15/02/2018;ARENALES 3835;ARENALES 3835;70;3088000;45700;160000;2285;20.00;2;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43085057.HTML;PALERMO;COMUNA 14;1425;C1425BFA
-58.42319623641005;-34.596921268721466;16/02/2018;GASCON 1159/00;GASCON 1159;53;2316000;45280;120000;2264;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43085757.HTML;PALERMO;COMUNA 14;1181;C1181ACU
-58.419602407586744;-34.58849580155872;16/02/2018;ARAOZ 2080;ARAOZ 2080;63;3474000;57140;180000;2857;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43086462.HTML;PALERMO;COMUNA 14;1425;C1425DGD
-58.43661259357199;-34.57775729380029;19/02/2018;SOLER 6000;SOLER 6000;135;9457000;72580;490000;3629;20.00;0;0;3;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43087953.HTML;PALERMO;COMUNA 14;1425;C1425BYN
-58.421406700040876;-34.588686623641294;21/02/2018;GUATEMALA 4400;GUATEMALA 4400;130;6948000;55380;360000;2769;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43097253.HTML;PALERMO;COMUNA 14;1425;C1425BUF
-58.439817156577526;-34.58771473031924;21/02/2018;AV. CORDOBA 5579;CORDOBA AV. 5579;96;5693500;61440;295000;3072;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43097967.HTML;PALERMO;COMUNA 14;1414;C1414BBB
;;22/02/2018;ORTEGA Y GASSET ESQUINA ARCE 1700;;119;8665700;75460;449000;3773;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43098953.HTML;;;;
-58.4362441160098;-34.584274511447155;23/02/2018;HONDURAS 5600;HONDURAS 5600;193;4439000;23820;230000;1191;20.00;0;0;3;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43099016.HTML;PALERMO;COMUNA 14;1414;C1414BND
;;22/02/2018;AV SCALABRINI ORTIZ;;90;10615000;122220;550000;6111;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43101464.HTML;;;;
-58.42821420331379;-34.5927943054694;26/02/2018;JOSE ANTONIO CABRERA 4601;CABRERA, JOSE A. 4601;100;7334000;76000;380000;3800;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43109045.HTML;PALERMO;COMUNA 14;1414;C1414BGI
-58.43463241177513;-34.58413817215294;26/02/2018;HUMBOLDT 1800;HUMBOLDT 1800;600;24511000;46180;1270000;2309;20.00;0;0;4;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43110430.HTML;PALERMO;COMUNA 14;1414;C1414CTR
-58.49046384788375;-34.58595109506763;23/02/2018;AV. SALVADOR MARIA DEL CARRIL 2220;CARRIL, SALVADOR MARIA DEL AV. 2220;35;1833500;54280;95000;2714;20.00;1;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43102479.HTML;AGRONOMIA;COMUNA 15;1419;C1419GZO
-58.4972538193581;-34.57810503063793;23/02/2018;AVENIDA CONSTITUYENTES 5100;DE LOS CONSTITUYENTES AV. 5100;110;2605500;30000;135000;1500;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43104551.HTML;VILLA PUEYRREDON;COMUNA 12;1431;C1431EZO
-58.499897091798594;-34.5889002996773;24/02/2018;AVDA NAZCA 4354;NAZCA 4354;320;6755000;21860;350000;1093;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43105843.HTML;VILLA PUEYRREDON;COMUNA 12;1419;C1419DFT
-58.511775389355066;-34.584831464181335;20/02/2018;CAMPANA 5300;CAMPANA 5300;24;1196600;51660;62000;2583;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43092031.HTML;VILLA DEVOTO;COMUNA 11;1419;C1419AHZ
;;07/02/2018;RAMON L. FALCON;;63;900000;14285;46632;740;0.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43068990.HTML;;;;
-58.51653665840953;-34.64515755241372;09/02/2018;CAAGUAZU 6300;CAAGUAZU 6300;19;577070;31480;29900;1574;20.00;1;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43074394.HTML;LINIERS;COMUNA 09;1408;C1408ETL
-58.519158772397844;-34.63164908727782;07/02/2018;ALVAREZ JONTE 6200;ALVAREZ JONTE AV. 6200;499;7720000;16020;400000;801;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43064216.HTML;VERSALLES;COMUNA 10;1408;C1408BXQ
-58.36170075266852;-34.617382170751846;13/02/2018;JUANA MANSO 1700;MANSO JUANA 1700;114;13201200;120000;684000;6000;20.00;1;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43079039.HTML;PUERTO MADERO;COMUNA 01;1107;C1107CHH
-58.363612281620284;-34.61302505009968;21/02/2018;PIERINA DEALESSI 1300- PUERTO MADERO - CAPITAL FEDERAL;DEALESSI, PIERINA 1300;112;20265000;187500;1050000;9375;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43097651.HTML;PUERTO MADERO;COMUNA 01;1107;C1107CDH
;;01/02/2018;CHILE;;130;5307500;48250;275000;2500;0.00;0;0;3;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43051341.HTML;;;;
-58.387451672276605;-34.61007266879716;06/02/2018;HIPOLITO YRIGOYEN 1500;YRIGOYEN, HIPOLITO 1500;190;4632000;27740;240000;1387;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43064901.HTML;MONSERRAT;COMUNA 01;1089;C1089AAB
;;06/02/2018;SALTA;;560;11387000;21060;590000;1053;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43065414.HTML;;;;
-58.37593765801899;-34.61281534578328;09/02/2018;BELGRANO 700;BELGRANO AV. 700;38;4246000;115780;220000;5789;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43074977.HTML;MONSERRAT;COMUNA 01;1092;C1092AAT
-58.37045027683616;-34.61593626348558;12/02/2018;CHILE 300  SAN TELMO;CHILE AV. 300;568;19107000;40400;990000;2020;20.00;15;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43077021.HTML;SAN TELMO;COMUNA 01;1098;C1098AAF
-58.37045027683616;-34.61593626348558;12/02/2018;CON RENTA  CHILE 300  SAN TELMO- HOSTEL Y RESTAURANT- ZONA TURISTICA DE SAN TELMO;CHILE AV. 300;568;19107000;40400;990000;2020;20.00;15;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43077023.HTML;SAN TELMO;COMUNA 01;1098;C1098AAF
-58.371680813731096;-34.614837213945265;21/02/2018;MEXICO 400;MEXICO 400;95;5404000;58940;280000;2947;20.00;1;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43097398.HTML;MONSERRAT;COMUNA 01;1097;C1097AAH
-58.38327307896367;-34.61094138081086;22/02/2018;ADOLFO ASINA 1200;ALSINA, ADOLFO 1200;138;4765170;35780;246900;1789;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43098691.HTML;MONSERRAT;COMUNA 01;1088;C1088AAF
-58.37946865934175;-34.60954043559908;22/02/2018;HIPOLITO YRIGOYEN 914;YRIGOYEN, HIPOLITO 914;866;23160000;27700;1200000;1385;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43101017.HTML;MONSERRAT;COMUNA 01;1086;C1086AAP
-58.37630766234152;-34.609203463231154;26/02/2018;CHACABUCO 100;CHACABUCO 100;46;1659800;37380;86000;1869;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43109111.HTML;MONSERRAT;COMUNA 01;1069;C1069AAB
-58.37305429797001;-34.617059071856445;27/02/2018;BOLIVAR 800;BOLIVAR 800;640;38600000;62500;2000000;3125;20.00;1;0;4;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43114648.HTML;SAN TELMO;COMUNA 01;1066;C1066AAP
-58.38620094747181;-34.609859699538866;01/02/2018;SAN JOSE 100;SAN JOSE 100;89;5211000;60660;270000;3033;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43054863.HTML;MONSERRAT;COMUNA 01;1076;C1076AAB
-58.38358265835917;-34.60693850986001;01/02/2018;LIBERTAD 144;LIBERTAD 144;500;16791000;34800;870000;1740;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43055268.HTML;SAN NICOLAS;COMUNA 01;1012;C1012AAD
-58.390716151557186;-34.60800178202715;23/02/2018;RODRIGUEZ PEÑA 100;RODRIGUEZ PEÑA 100;75;2605500;36000;135000;1800;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43059376.HTML;SAN NICOLAS;COMUNA 01;1020;C1020ADB
-58.37532480327451;-34.60231207432509;05/02/2018;GALERIA JARDIN  FLORIDA 500;FLORIDA 500;53;2296700;44900;119000;2245;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43060145.HTML;SAN NICOLAS;COMUNA 01;1005;C1005AAJ
-58.37532480327451;-34.60231207432509;05/02/2018;GALERIA JARDIN  FLORIDA 500;FLORIDA 500;30;1254500;43320;65000;2166;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43060178.HTML;SAN NICOLAS;COMUNA 01;1005;C1005AAJ
-58.39134359398016;-34.602005129836094;05/02/2018;RODRIGUEZ PELA 600;RODRIGUEZ PEÑA 600;770;16405000;22060;850000;1103;20.00;0;0;5;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43063300.HTML;SAN NICOLAS;COMUNA 01;1020;C1020ADL
-58.373410637011865;-34.608118809363745;08/02/2018;RIVADAVIA 500;RIVADAVIA AV. 500;40;2991500;77500;155000;3875;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43066824.HTML;MONSERRAT;COMUNA 01;1002;C1002AAP
-58.37540889054034;-34.59749573560082;17/02/2018;LOCAL PARAGUAY Y FLORIDA 100;PARAGUAY Y FLORIDA;180;11387000;65540;590000;3277;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43068947.HTML;RETIRO;COMUNA 01;;
-58.38488446375289;-34.60636591065483;08/02/2018;TTE GRAL JUAN D PERON 1300;PERON, JUAN DOMINGO, TTE. GENERAL 1300;799;17177000;22980;890000;1149;20.00;0;0;3;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43070473.HTML;SAN NICOLAS;COMUNA 01;1038;C1038AAZ
-58.373410637011865;-34.608118809363745;08/02/2018;RIVADAVIA 500;RIVADAVIA AV. 500;40;3377500;87500;175000;4375;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43072601.HTML;MONSERRAT;COMUNA 01;1002;C1002AAP
-58.38501256556742;-34.60663171396904;15/02/2018;TALCAHUANO 180;TALCAHUANO 180;160;6426900;41620;333000;2081;20.00;3;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43085465.HTML;SAN NICOLAS;COMUNA 01;1013;C1013AAD
-58.38761713377852;-34.60772170979022;19/02/2018;BARTOLOME MITRE 1500;MITRE, BARTOLOME 1500;100;4825000;50000;250000;2500;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43088414.HTML;SAN NICOLAS;COMUNA 01;1037;C1037ABB
-58.375338595932476;-34.602046231221195;21/02/2018;FLORIDA 520;FLORIDA 520;22;1061500;50000;55000;2500;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43098078.HTML;SAN NICOLAS;COMUNA 01;1005;C1005AAL
-58.373663649175356;-34.60727591217729;22/02/2018;SAN MARTIN 50;SAN MARTIN 50;600;27020000;46660;1400000;2333;20.00;0;0;3;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43100989.HTML;SAN NICOLAS;COMUNA 01;1004;C1004AAB
-58.378598088562775;-34.602353696173445;27/02/2018;LAVALLE 835;LAVALLE 835;21;868500;42840;45000;2142;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43106417.HTML;SAN NICOLAS;COMUNA 01;1047;C1047AAQ
-58.37538680894338;-34.601140573519345;25/02/2018;FLORIDA 600;FLORIDA 600;26;1148350;45760;59500;2288;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43107066.HTML;SAN NICOLAS;COMUNA 01;1005;C1005AAL
-58.376546825715046;-34.60347500272166;26/02/2018;CORRIENTES  AVDA. 700;CORRIENTES AV. 700;45;1640500;37760;85000;1888;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43108612.HTML;SAN NICOLAS;COMUNA 01;1043;C1043AAT
-58.383581747217335;-34.60389832683476;27/02/2018;AV. CORRIENTES 1200;CORRIENTES AV. 1200;73;16405000;232860;850000;11643;20.00;0;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43111879.HTML;SAN NICOLAS;COMUNA 01;1043;C1043AAY
-58.378069771812235;-34.60124168198782;27/02/2018;TUCUMAN 800;TUCUMAN 800;150;7334000;95000;380000;4750;20.00;0;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43113124.HTML;SAN NICOLAS;COMUNA 01;1049;C1049AAP
-58.454594413958375;-34.56359893684359;01/02/2018;SUCRE 2353;SUCRE, ANTONIO JOSE DE, MCAL. 2353;100;8685000;86850;450000;4500;0.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43051243.HTML;BELGRANO;COMUNA 13;1428;C1428DVO
-58.45752665971362;-34.561254479360215;01/02/2018;CABILDO  AVDA. 2200;CABILDO AV. 2200;33;1254500;39380;65000;1969;20.00;2;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43054814.HTML;BELGRANO;COMUNA 13;1428;C1428AAQ
-58.446221495663615;-34.55730315542717;05/02/2018;ECHEVERRIA 1444;ECHEVERRIA 1444;21;714100;35220;37000;1761;20.00;1;0;2;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43060629.HTML;BELGRANO;COMUNA 13;1428;C1428DQR
-58.46792744932599;-34.56446175281904;05/02/2018;CONDE Y BLANCO ENCALADA;CONDE Y BLANCO ENCALADA;65;2123000;33840;110000;1692;20.00;2;0;0;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43062571.HTML;BELGRANO;COMUNA 13;;
-58.45693904262748;-34.565034008452635;08/02/2018;SUCRE Y AMENABAR;SUCRE, ANTONIO JOSE DE, MCAL. Y AMENABAR;40;3377500;87500;175000;4375;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43072594.HTML;BELGRANO;COMUNA 13;;
;;15/02/2018;BLANCO ENCALADA;;84;5693500;70220;295000;3511;20.00;0;0;1;HTTP://WWW.ZONAPROP.COM.AR/PROPIEDADES/A-43084980.HTML;;;;
