LON;LAT;FECHA;CALLE;NUMERO;M2;DOLARES;PESOS;U_S_M2;Z_M2;BARRIOS;COMUNA
-58.425031410057464;-34.590789788733389;2012/12/14;SCALABRINI ORTIZ, RAUL;1600;277.0;1300000;;4693.1;0.0;PALERMO;14
-58.410561059211496;-34.580797437402985;2012/12/14;SCALABRINI ORTIZ, RAUL;3100;226.0;1900000;;8407.1;0.0;PALERMO;14
-58.457077299382455;-34.613115733773618;2012/12/07;SEGUI, F. J., ALTE.;1100;280.0;280000;;1000.0;0.0;CABALLITO;6
-58.46301341553248;-34.60397322068512;2012/12/10;SEGUI, F. J., ALTE.;2000;198.0;345000;;1742.4;0.0;VILLA GRAL. MITRE;11
-58.484816005979326;-34.632195899030584;2012/12/10;SEGUROLA;200;270.0;480000;;1777.8;0.0;VELEZ SARSFIELD;10
-58.485665929909459;-34.631519226030555;2012/12/17;SEGUROLA;300;262.0;480000;;1832.1;0.0;VELEZ SARSFIELD;10
-58.492844354425863;-34.625808871912348;2012/12/13;SEGUROLA;1100;918.0;1150000;;1252.7;0.0;VELEZ SARSFIELD;10
-58.493992382799256;-34.624896449507979;2012/12/11;SEGUROLA;1200;303.1;525000;;1732.1;0.0;VELEZ SARSFIELD;10
-58.495022024355578;-34.624080064038949;2012/12/11;SEGUROLA;1300;378.0;720000;;1904.8;0.0;VELEZ SARSFIELD;10
-58.502528600707926;-34.61813157077799;2012/12/10;SEGUROLA;2000;723.0;300000;;414.9;0.0;MONTE CASTRO;10
-58.428006216698655;-34.627147044811707;2012/12/11;SENILLOSA;900;477.0;0;3780000;1620.6;7924.5;CABALLITO;6
-58.44382234463248;-34.597168397534411;2012/10/11;SERRANO;400;169.0;290000;;1716.0;0.0;VILLA CRESPO;15
-58.439039584642863;-34.594083133895865;2012/12/11;SERRANO;800;400.0;1150000;;2875.0;0.0;VILLA CRESPO;15
-58.43682970999798;-34.592760669807589;2012/12/17;SERRANO;1000;245.0;590000;;2408.2;0.0;VILLA CRESPO;15
-58.431321866482108;-34.589294361042818;2012/12/17;SERRANO;1500;184.0;0;1800000;2000.5;9782.6;PALERMO;14
-58.513789205475661;-34.610063030145767;2012/12/13;SIMBRON;4600;1950.0;1900000;;974.4;0.0;VILLA DEVOTO;11
-58.486151127548574;-34.587660553586062;2012/12/04;SOLANO LOPEZ, F., MARISCAL;2100;440.0;295000;;670.5;0.0;AGRONOMIA;15
-58.489849720449385;-34.590116126661876;2012/12/17;SOLANO LOPEZ, F., MARISCAL;2400;368.0;270000;;733.7;0.0;AGRONOMIA;15
-58.503454564967114;-34.598522726934853;2012/12/17;SOLANO LOPEZ, F., MARISCAL;3500;645.0;0;3600000;1141.4;5581.4;VILLA DEVOTO;11
-58.415356481027139;-34.593495708469177;2012/12/11;SOLER;3700;176.0;0;3900000;4531.5;22159.1;PALERMO;14
-58.417941176363058;-34.591661335645071;2012/12/11;SOLER;4000;405.0;0;4200000;2120.7;10370.4;PALERMO;14
-58.420310988738493;-34.590196683995735;2012/12/17;SOLER;4200;198.0;0;2100000;2168.9;10606.1;PALERMO;14
-58.422293372501287;-34.589497769844982;2012/12/11;SOLER;4400;279.0;0;3900000;2858.6;13978.5;PALERMO;14
-58.424368609576291;-34.587570563505473;2012/12/11;SOLER;4600;279.0;0;3600000;2638.7;12903.2;PALERMO;14
-58.425297794157984;-34.586838209916529;2012/12/17;SOLER;4700;180.0;0;2520000;2863.0;14000.0;PALERMO;14
-58.433681810399804;-34.580199280839352;2012/12/11;SOLER;5700;528.0;1500000;;2840.9;0.0;PALERMO;14
-58.434698518934283;-34.579394818700443;2012/12/14;SOLER;5800;230.0;630000;;2739.1;0.0;PALERMO;14
-58.43571866682263;-34.578585649356242;2012/12/11;SOLER;5900;230.0;820000;;3565.2;0.0;PALERMO;14
-58.390163149285492;-34.618048964246121;2012/12/17;SOLIS;800;117.0;190000;;1623.9;0.0;MONSERRAT;1
-58.501825476930719;-34.64624177838089;2012/12/17;SPIRO, SAMUEL, CAPITAN;5600;83.0;110000;;1325.3;0.0;MATADEROS;9
-58.353433504634317;-34.633315560048793;2012/12/07;SUAREZ;10;642.0;45000;;70.1;0.0;BOCA;4
-58.354783476097211;-34.633845285397442;2012/12/10;SUAREZ;100;286.0;88000;;307.7;0.0;BOCA;4
-58.360261610718311;-34.63603198142318;2012/12/10;SUAREZ;500;720.0;250000;;347.2;0.0;BOCA;4
-58.361669090186886;-34.636603511387456;2012/12/10;SUAREZ;600;226.0;85000;;376.1;0.0;BOCA;4
-58.37452460529456;-34.63880775348219;2012/12/04;SUAREZ;1700;2055.0;4200000;;2043.7;0.0;BARRACAS;4
-58.527269570283899;-34.642883131365728;2012/12/10;SUAREZ, JOSE LEON;300;248.0;200000;;806.5;0.0;LINIERS;9
-58.438190063005756;-34.554066111576972;2012/12/10;SUCRE, ANTONIO JOSE de, Mcal.;800;182.0;550000;;3022.0;0.0;BELGRANO;13
-58.458598913807791;-34.566188375207936;2012/12/10;SUCRE, ANTONIO JOSE de, Mcal.;2800;144.0;0;2100000;2982.3;14583.3;BELGRANO;13
-58.379542180276005;-34.604923125991469;2012/12/07;SUIPACHA;300;140.0;1190000;;8500.0;0.0;SAN NICOLAS;1
-58.453177600075577;-34.598954797596051;2012/12/17;SUNCHALES;600;136.0;260000;;1911.8;0.0;VILLA CRESPO;15
-58.458256236932471;-34.574974406164785;2012/10/11;SUPERI;1300;304.0;460000;;1513.2;0.0;COLEGIALES;13
-58.466658500631929;-34.567976826605999;2012/12/11;SUPERI;2100;240.0;0;3900000;3323.1;16250.0;BELGRANO;13
-58.481356355214849;-34.549460275233294;2012/12/13;SUPERI;4200;270.0;280000;;1037.0;0.0;SAAVEDRA;12
-58.409538905154477;-34.650499439076484;2012/12/14;TABORDA, DIOGENES;1000;1300.0;1600000;;1230.8;0.0;NUEVA POMPEYA;4
-58.378611560204376;-34.617514609988312;2012/12/17;TACUARI;800;430.0;500000;;1162.8;0.0;MONSERRAT;1
-58.378564564406531;-34.618518899750214;2012/12/17;TACUARI;900;580.0;700000;;1206.9;0.0;CONSTITUCION;1
-58.377136264233336;-34.626737918680782;2012/12/17;TACUARI;1500;216.0;450000;;2083.3;0.0;CONSTITUCION;1
-58.374660983787535;-34.629833662187387;2012/12/04;TACUARI;1800;800.0;200000;;250.0;0.0;BARRACAS;4
-58.373381435415524;-34.630843734273526;2012/12/17;TACUARI;2000;750.0;770000;;1026.7;0.0;BARRACAS;4
-58.385202173260694;-34.605192684947774;2012/12/10;TALCAHUANO;300;1075.0;3000000;;2790.7;0.0;SAN NICOLAS;1
-58.484877268850681;-34.647506303854563;2012/12/10;TANDIL;4500;248.0;150000;;604.8;0.0;PARQUE AVELLANEDA;9
-58.49030452998587;-34.64501896655355;2012/12/17;TAPALQUE;4700;306.0;380000;;1241.8;0.0;PARQUE AVELLANEDA;9
-58.511166148831705;-34.662623685787644;2012/12/10;TAPALQUE;7200;216.0;350000;;1620.4;0.0;MATADEROS;9
-58.470393382998196;-34.626033484168445;2012/12/11;TERRADA;500;216.0;530000;;2453.7;0.0;FLORES;7
-58.471371239987597;-34.623815636896701;2012/12/17;TERRADA;700;225.0;350000;;1555.6;0.0;FLORES;7
-58.471802945952319;-34.622841629199471;2012/12/11;TERRADA;800;200.0;296000;;1480.0;0.0;FLORES;7
-58.481100437621144;-34.609838536830026;2012/12/17;TERRADA;2100;350.0;390000;;1114.3;0.0;VILLA SANTA RITA;11
-58.508315388897636;-34.577799828438806;2012/12/13;TERRADA;5700;316.0;239000;;756.3;0.0;VILLA PUEYRREDON;12
-58.461659294714963;-34.615614763158717;2012/12/11;TERRERO;1000;315.0;430000;;1365.1;0.0;FLORES;7
-58.445663438149197;-34.624264068303859;2012/12/07;TERRY, JOSE A.;200;296.0;700000;;2364.9;0.0;CABALLITO;6
-58.448984113281668;-34.599726796476546;2012/12/13;THAMES;10;833.0;1200000;;1440.6;0.0;VILLA CRESPO;15
-58.447810635608974;-34.598772835826068;2012/12/13;THAMES;100;277.0;380000;;1371.8;0.0;VILLA CRESPO;15
-58.441993411365125;-34.594465237657467;2012/12/13;THAMES;600;271.0;768000;;2833.9;0.0;VILLA CRESPO;15
-58.439830694179548;-34.593233918069025;2012/12/13;THAMES;800;315.0;700000;;2222.2;0.0;VILLA CRESPO;15
-58.434489220889247;-34.590121362590189;2012/12/17;THAMES;1300;162.0;0;2520000;3181.1;15555.6;PALERMO;14
-58.426433651327216;-34.584765955440957;2012/12/11;THAMES;2100;506.0;0;4200000;1697.4;8300.4;PALERMO;14
-58.425319927393211;-34.583873903888843;2012/12/11;THAMES;2200;357.0;1100000;;3081.2;0.0;PALERMO;14
-58.424162336108068;-34.582945148394387;2012/12/11;THAMES;2300;400.0;0;4800000;2454.0;12000.0;PALERMO;14
-58.423041232254846;-34.582045614439586;2012/12/11;THAMES;2400;165.0;0;3600000;4461.8;21818.2;PALERMO;14
-58.49076513344054;-34.597775594928102;2012/12/14;TINOGASTA;2800;160.0;480000;;3000.0;0.0;VILLA DEL PARQUE;11
-58.502194029549706;-34.604572991443519;2012/12/13;TINOGASTA;3800;322.0;320000;;993.8;0.0;VILLA DEL PARQUE;11
-58.518502163876391;-34.645038587857016;2012/12/17;TONELERO;6400;326.0;250000;;766.9;0.0;LINIERS;9
-58.459092238331849;-34.618120480873351;2012/12/17;TRELLES, MANUEL R.;700;322.0;440000;;1366.5;0.0;FLORES;7
-58.465117410597927;-34.606192081261945;2012/12/10;TRELLES, MANUEL R.;1900;1444.0;330000;;228.5;0.0;VILLA GRAL. MITRE;11
-58.460662118433653;-34.609142818494092;2012/12/17;TRES ARROYOS;1600;72.0;120000;;1666.7;0.0;CABALLITO;6
-58.477820158339661;-34.618244284718394;2012/12/17;TRES ARROYOS;3000;304.0;375000;;1233.6;0.0;VILLA SANTA RITA;11
-58.462025060594065;-34.585272768016587;2012/12/17;TRIUNVIRATO;2800;387.0;900000;;2325.6;0.0;VILLA ORTUZAR;15
-58.46741926723238;-34.583768455661392;2012/12/13;TRIUNVIRATO;3200;64.0;410000;;6406.3;0.0;VILLA ORTUZAR;15
-58.475547956571233;-34.580050694287358;2012/12/14;TRIUNVIRATO;3900;280.0;800000;;2857.1;0.0;PARQUE CHAS;15
-58.418220856719948;-34.645248235422621;2012/12/17;TROLE;500;200.0;170000;;850.0;0.0;NUEVA POMPEYA;4
-58.466186841645104;-34.579020161045825;2012/12/07;TRONADOR;1300;320.0;370000;;1156.3;0.0;VILLA ORTUZAR;15
-58.454803994935418;-34.555218489548807;2012/12/17;TUNEZ;2500;450.0;550000;;1222.2;0.0;BELGRANO;13
-58.453430136467553;-34.552099883494854;2012/12/14;UGARTE, MANUEL;1600;268.0;680000;;2537.3;0.0;BELGRANO;13
-58.456920456159722;-34.553691241160202;2012/12/10;UGARTE, MANUEL;2000;445.9;1250000;;2803.2;0.0;BELGRANO;13
-58.458156661237282;-34.554367569723603;2012/12/17;UGARTE, MANUEL;2035;446.0;1250000;;2802.7;0.0;BELGRANO;13
-58.437065770254186;-34.590654201535919;2012/12/14;URIARTE;1100;485.0;450000;;927.8;0.0;VILLA CRESPO;15
-58.432216820827975;-34.587379660727734;2012/10/11;URIARTE;1600;871.0;3200000;;3673.9;0.0;PALERMO;14
-58.427267839585163;-34.58409600845436;2012/12/11;URIARTE;2100;180.0;0;3900000;4430.8;21666.7;PALERMO;14
-58.42616667249289;-34.583223817769259;2012/12/17;URIARTE;2200;144.0;0;2280000;3237.9;15833.3;PALERMO;14
-58.410172009997268;-34.610546955282388;2012/12/04;URQUIZA, Gral.;10;405.0;660000;;1629.6;0.0;BALVANERA;3
-58.410073813843056;-34.611532015465308;2012/12/10;URQUIZA, Gral.;100;845.0;700000;;828.4;0.0;BALVANERA;3
-58.413828479274557;-34.641299115196617;2012/12/11;USPALLATA;3500;312.0;380000;;1217.9;0.0;NUEVA POMPEYA;4
-58.484440632172443;-34.568957838972999;2012/12/13;VALDENEGRO;2800;315.0;298000;;946.0;0.0;VILLA URQUIZA;12
-58.430358167507151;-34.624110943877454;2012/12/07;VALLE;200;400.0;780000;;1950.0;0.0;CABALLITO;6
-58.434426156833503;-34.624592336809663;2012/12/14;VALLE;500;1254.0;3600000;;2870.8;0.0;CABALLITO;6
-58.439219048858519;-34.624993812306791;2012/12/10;VALLE;800;162.0;0;3000000;3787.0;18518.5;CABALLITO;6
-58.44328514092728;-34.625390008697956;2012/12/14;VALLE;1100;125.0;365000;;2920.0;0.0;CABALLITO;6
-58.362568760931786;-34.637803652562859;2012/12/07;VALLE IBERLUCEA del, Dr.;1100;380.0;190000;;500.0;0.0;BOCA;4
-58.361758295074679;-34.633581216558824;2012/12/10;VALLE, ARISTOBULO DEL;500;342.0;180000;;526.3;0.0;BOCA;4
-58.496137268602723;-34.585112223882383;2012/12/13;VALLEJOS;2500;820.0;780000;;951.2;0.0;VILLA PUEYRREDON;12
-58.497267585307114;-34.585811102745296;2012/12/13;VALLEJOS;2600;170.0;520000;;3058.8;0.0;VILLA PUEYRREDON;12
-58.498401936264472;-34.586512494582188;2012/12/17;VALLEJOS;2700;711.0;570000;;801.7;0.0;VILLA PUEYRREDON;12
-58.504642584396535;-34.590371367009382;2012/12/13;VALLEJOS;3200;378.0;330000;;873.0;0.0;VILLA PUEYRREDON;12
-58.515594486051739;-34.597131492220377;2012/12/13;VALLEJOS;4100;357.0;310000;;868.3;0.0;VILLA DEVOTO;11
-58.516855265586692;-34.59790830550444;2012/12/13;VALLEJOS;4200;370.0;450000;;1216.2;0.0;VILLA DEVOTO;11
-58.442126850539061;-34.612010093178462;2012/12/07;VALLESE, FELIPE;600;240.0;395000;;1645.8;0.0;CABALLITO;6
-58.448457327349502;-34.614463548224791;2012/12/14;VALLESE, FELIPE;1000;415.0;650000;;1566.3;0.0;CABALLITO;6
-58.460123111171882;-34.618732621944424;2012/12/17;VALLESE, FELIPE;1900;332.0;450000;;1355.4;0.0;FLORES;7
-58.467440843553845;-34.621596503323794;2012/12/11;VALLESE, FELIPE;2500;884.0;1700000;;1923.1;0.0;FLORES;7
-58.47017882838243;-34.622452938780334;2012/12/10;VALLESE, FELIPE;2700;884.0;1700000;;1923.1;0.0;FLORES;7
-58.482288933269018;-34.625760735489159;2012/12/17;VALLESE, FELIPE;3700;113.0;150000;;1327.4;0.0;FLORESTA;10
-58.464303019837864;-34.632013853528321;2012/12/11;VARELA;200;312.0;0;2400000;1573.1;7692.3;FLORES;7
-58.461704790248504;-34.636423340743839;2012/12/17;VARELA;600;244.0;395000;;1618.9;0.0;FLORES;7
-58.518312394288458;-34.611613824021042;2012/12/17;VARELA;4900;184.0;320000;;1739.1;0.0;VILLA DEVOTO;11
-58.437187840602526;-34.58837881074723;2012/10/11;VEGA, NICETO, Cnel.;3400;433.0;900000;;2078.5;0.0;PALERMO;14
-58.433513601426966;-34.590964535257676;2012/12/17;VEGA, NICETO, Cnel.;5000;72.0;0;1200000;3408.3;16666.7;PALERMO;14
-58.439364555700031;-34.586881101140818;2012/12/14;VEGA, NICETO, Cnel.;5600;433.0;900000;;2078.5;0.0;PALERMO;14
-58.440456322869863;-34.586119739540777;2012/12/14;VEGA, NICETO, Cnel.;5700;216.0;640000;;2963.0;0.0;PALERMO;14
-58.44152862913559;-34.585371941037359;2012/12/14;VEGA, NICETO, Cnel.;5800;150.0;450000;;3000.0;0.0;PALERMO;14
-58.389806204192858;-34.639064124409003;2012/12/14;VELEZ SARSFIELD;400;270.0;495000;;1833.3;0.0;BARRACAS;4
-58.388633685587742;-34.653819907224516;2012/12/04;VELEZ SARSFIELD;1600;4150.0;4500000;;1084.3;0.0;BARRACAS;4
-58.385935067521203;-34.614689313039364;2012/12/07;VENEZUELA;1400;522.0;0;3000000;1175.3;5747.1;MONSERRAT;1
-58.388952858396287;-34.614833393949972;2012/12/14;VENEZUELA;1600;262.0;380000;;1450.4;0.0;MONSERRAT;1
-58.390360316753444;-34.614968106314983;2012/12/10;VENEZUELA;1700;540.0;1100000;;2037.0;0.0;MONSERRAT;1
-58.396067765780614;-34.615390766044925;2012/12/17;VENEZUELA;2100;380.0;380000;;1000.0;0.0;BALVANERA;3
-58.405768068201766;-34.61622612194725;2012/12/04;VENEZUELA;2800;275.0;275000;;1000.0;0.0;BALVANERA;3
-58.424359900880702;-34.61807282034399;2012/12/04;VENEZUELA;4200;475.0;250000;;526.3;0.0;ALMAGRO;5
-58.435459300638279;-34.601588136355382;2012/12/13;VERA;200;212.0;550000;;2594.3;0.0;VILLA CRESPO;15
-58.439461090269241;-34.597364574529145;2012/12/13;VERA;700;549.0;1250000;;2276.9;0.0;VILLA CRESPO;15
-58.441155695818587;-34.595556485456626;2012/12/13;VERA;900;191.0;420000;;2199.0;0.0;VILLA CRESPO;15
-58.44282847706107;-34.593775391785151;2012/12/13;VERA;1100;191.0;450000;;2356.0;0.0;VILLA CRESPO;15
-58.447661940887251;-34.604746831315254;2012/10/11;VIALE, LUIS;500;372.0;289000;;776.9;0.0;VILLA CRESPO;15
-58.471128816482199;-34.617556301577238;2012/12/17;VIALE, LUIS;2600;250.0;360000;;1440.0;0.0;VILLA GRAL. MITRE;11
-58.476213216994644;-34.620261159602947;2012/12/17;VIALE, LUIS;3000;600.0;350000;;583.3;0.0;VILLA SANTA RITA;11
-58.378192864540189;-34.600214603814173;2012/10/11;VIAMONTE;800;272.0;1000000;;3676.5;0.0;SAN NICOLAS;1
-58.391415060413138;-34.600894647321233;2012/12/07;VIAMONTE;1700;387.0;840000;;2170.5;0.0;SAN NICOLAS;1
-58.40235168768335;-34.601190992382392;2012/12/14;VIAMONTE;2500;223.0;850000;;3811.7;0.0;BALVANERA;3
-58.403423452617346;-34.601106536751729;2012/12/11;VIAMONTE;2600;297.0;1050000;;3535.4;0.0;BALVANERA;3
-58.480354475500889;-34.588310135481841;2012/12/13;VICTORICA, B., GRAL.;3100;160.0;280000;;1750.0;0.0;PARQUE CHAS;15
-58.457336697698523;-34.56793038849591;2012/12/10;VIDAL;1700;419.0;600000;;1432.0;0.0;BELGRANO;13
-58.459646543267809;-34.565245207838473;2012/12/10;VIDAL;2000;686.0;0;600000;178.9;874.6;BELGRANO;13
-58.462069095847376;-34.562434242224917;2012/12/17;VIDAL;2300;597.0;1300000;;2177.6;0.0;BELGRANO;13
-58.431995942830838;-34.62273491012656;2012/12/14;VIEL;500;232.0;580000;;2500.0;0.0;CABALLITO;6
-58.431634606798923;-34.624115399472458;2012/12/10;VIEL;600;207.0;0;1500000;1481.9;7246.4;CABALLITO;6
-58.378731793285908;-34.644876730594341;2012/12/04;VIEYTES;1100;232.0;215000;;926.7;0.0;BARRACAS;4
-58.445155478963223;-34.59282926767721;2012/12/13;VILLARROEL;1300;481.0;930000;;1933.5;0.0;VILLA CRESPO;15
-58.44115299868691;-34.611456555853799;2012/12/07;VIRASORO;700;180.0;399000;;2216.7;0.0;CABALLITO;6
-58.447766531716788;-34.603457338556041;2012/12/13;VIRASORO;1600;456.0;450000;;986.8;0.0;VILLA CRESPO;15
-58.447766531716788;-34.603457338556041;2012/12/13;VIRASORO, VALENTIN;1600;500.0;450000;;900.0;0.0;VILLA CRESPO;15
-58.448757302438601;-34.602394093876299;2012/12/14;VIRASORO, VALENTIN;1700;159.0;270000;;1698.1;0.0;VILLA CRESPO;15
-58.436169370245949;-34.580594181490561;2012/12/14;VOLTAIRE;5800;140.0;420000;;3000.0;0.0;PALERMO;14
-58.457418046931679;-34.559672903815958;2012/12/10;VUELTA DE OBLIGADO;2300;352.0;0;3900000;2265.7;11079.5;BELGRANO;13
-58.458218857682169;-34.558743916690979;2012/12/10;VUELTA DE OBLIGADO;2400;989.0;2900000;;2932.3;0.0;BELGRANO;13
-58.459032291564604;-34.5578003371592;2012/12/10;VUELTA DE OBLIGADO;2500;176.0;0;3000000;3485.8;17045.5;BELGRANO;13
-58.466027091482033;-34.550054182353968;2012/12/10;VUELTA DE OBLIGADO;3400;360.0;800000;;2222.2;0.0;NUÑEZ;13
-58.444765356564034;-34.601502963251576;2012/12/13;WARNES;600;187.0;1600000;;8556.1;0.0;VILLA CRESPO;15
-58.474270396602321;-34.56424602462608;2012/12/17;WASHINGTON;2700;425.0;700000;;1647.1;0.0;COGHLAN;12
-58.477977433020449;-34.559563165873314;2012/12/07;WASHINGTON;3200;344.0;530000;;1540.7;0.0;COGHLAN;12
-58.479337750697489;-34.55772973874317;2012/10/11;WASHINGTON;3400;375.0;420000;;1120.0;0.0;COGHLAN;12
-58.428407282484073;-34.613351461435258;2012/12/04;YATAY;100;220.0;280000;;1272.7;0.0;ALMAGRO;5
-58.428370470043909;-34.599944902597954;2012/12/04;YATAY;1000;1094.0;750000;;685.6;0.0;ALMAGRO;5
-58.453462881098751;-34.624195744207746;2012/12/14;YERBAL;1600;142.0;270000;;1901.4;0.0;CABALLITO;6
-58.458331398734657;-34.626118005349966;2012/12/07;YERBAL;2000;126.0;290000;;2301.6;0.0;FLORES;7
-58.467374523412062;-34.62886125226381;2012/12/17;YERBAL;2700;562.0;1200000;;2135.2;0.0;FLORES;7
-58.468799233150378;-34.629221913929449;2012/12/17;YERBAL;2800;375.0;580000;;1546.7;0.0;FLORES;7
-58.491268091436588;-34.635225522230051;2012/12/10;YERBAL;4600;903.0;450000;;498.3;0.0;VELEZ SARSFIELD;10
-58.492303336385717;-34.635479365440247;2012/12/17;YERBAL;4700;396.0;199000;;502.5;0.0;VELEZ SARSFIELD;10
-58.401629464187344;-34.611134369590538;2012/12/04;YRIGOYEN, HIPOLITO;2500;1509.0;650000;;430.7;0.0;BALVANERA;3
-58.411195903606242;-34.611772781937091;2012/12/04;YRIGOYEN, HIPOLITO;3200;2320.0;980000;;422.4;0.0;BALVANERA;3
-58.420259835854694;-34.614741636589372;2012/12/04;YRIGOYEN, HIPOLITO;3800;540.0;245000;;453.7;0.0;ALMAGRO;5
-58.425950674997054;-34.615038163304654;2012/12/17;YRIGOYEN, HIPOLITO;4200;268.0;690000;;2574.6;0.0;ALMAGRO;5
-58.453222759630364;-34.573509803722253;2012/12/17;ZABALA;3000;438.0;550000;;1255.7;0.0;COLEGIALES;13
-58.424079110374322;-34.638083381128332;2012/12/11;ZANARTU;400;240.0;250000;;1041.7;0.0;PARQUE CHACABUCO;7
-58.437356210079102;-34.576272145633141;2012/12/17;ZAPATA;0;305.0;1300000;;4262.3;0.0;PALERMO;14
-58.438467397023068;-34.575480242410251;2012/12/14;ZAPATA;100;305.0;1300000;;4262.3;0.0;PALERMO;14
-58.447473446894179;-34.576575045009839;2012/12/07;ZAPIOLA;600;216.0;420000;;1944.4;0.0;COLEGIALES;13
-58.474552843835376;-34.552523797133119;2012/12/10;ZAPIOLA;3600;180.0;178000;;988.9;0.0;SAAVEDRA;12
-58.475323030200478;-34.551513403330205;2012/12/14;ZAPIOLA;3700;473.0;560000;;1183.9;0.0;SAAVEDRA;12
-58.479654216393577;-34.543448447863128;2012/12/17;ZAPIOLA;4700;273.0;470000;;1721.6;0.0;SAAVEDRA;12
-58.508942577306108;-34.652123155288081;2012/12/10;ZELADA;6400;114.0;125000;;1096.5;0.0;MATADEROS;9
-58.474755481821717;-34.649410766538288;2012/12/10;ZINNY;1400;70.0;80000;;1142.9;0.0;PARQUE AVELLANEDA;9
-58.42925938712289;-34.628864268536844;2012/12/14;ZUVIRIA;200;228.0;470000;;2061.4;0.0;PARQUE CHACABUCO;7
-58.43681304023648;-34.629966577410833;2012/12/10;ZUVIRIA;800;108.0;220000;;2037.0;0.0;PARQUE CHACABUCO;7
-58.43681304023648;-34.629966577410833;2012/12/07;ZUVIRIA;800;523.0;260000;;497.1;0.0;PARQUE CHACABUCO;7
