X;Y;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIO;COMUNA;DIRECCION NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-34.63701098618975;-58.43317685824148;BARCO CENTENERA DEL;1600;675;450000;666.7;1.2;14.5;PARQUE CHACABUCO;COMUNA 7;BARCO CENTENERA DEL 1600;1424;C1424ANF
-34.65414458456838;-58.419562180962366;BARCO CENTENERA DEL;3400;415;255000;614.5;0;14.5;NUEVA POMPEYA;COMUNA 4;BARCO CENTENERA DEL 3400;1437;C1437ACS
-34.636038208079654;-58.52290398464517;BARRAGAN;400;180;160000;888.9;3;14.5;LINIERS;COMUNA 9;BARRAGAN 400;1408;C1408BVH
-34.579017328884184;-58.483841139972085;BAUNESS;2000;111;315000;2837.8;3.5;14.5;VILLA URQUIZA;COMUNA 12;BAUNESS 2000;1431;C1431DNL
-34.63900964241251;-58.430329322605694;BEAUCHEF;1900;182;190000;1044;1.2;14.5;PARQUE CHACABUCO;COMUNA 7;BEAUCHEF 1900;1424;C1424BEL
-34.607375094961476;-58.5141361673997;BEIRO, FRANCISCO AV.;4500;184;500000;2717.4;0;14.5;VILLA DEVOTO;COMUNA 11;BEIRO, FRANCISCO AV. 4500;1419;C1419HZT
-34.611132183232144;-58.52026588564273;BEIRO, FRANCISCO AV.;5000;193;550000;2849.7;0;14.5;VILLA DEVOTO;COMUNA 11;BEIRO, FRANCISCO AV. 5000;1419;C1419HZY
-34.60516085975845;-58.455679758067134;BELAUSTEGUI, LUIS, DR.;1000;187;650000;3475.9;5;14.5;VILLA CRESPO;COMUNA 15;BELAUSTEGUI, LUIS, DR. 1000;1416;C1416CXJ
-34.605423088739016;-58.45608491522076;BELAUSTEGUI, LUIS, DR.;1100;172;310000;1802.3;5;14.5;CABALLITO;COMUNA 6;BELAUSTEGUI, LUIS, DR. 1100;1416;C1416CXL
-34.60599636786073;-58.45726346009086;BELAUSTEGUI, LUIS, DR.;1200;244;165000;676.2;1.2;14.5;CABALLITO;COMUNA 6;BELAUSTEGUI, LUIS, DR. 1200;1416;C1416CXN
-34.62929289568038;-58.496536074114765;BELAUSTEGUI, LUIS, DR.;4800;408;350000;857.8;3;14.5;VELEZ SARSFIELD;COMUNA 10;BELAUSTEGUI, LUIS, DR. 4800;1407;C1407EYD
-34.615120848089205;-58.40807981830687;BELGRANO AV.;3000;125;260000;2080;0;14.5;BALVANERA;COMUNA 3;BELGRANO AV. 3000;1209;C1209AAO
-34.61540911976647;-58.4110354220465;BELGRANO AV.;3200;890;850000;955.1;3;14.5;BALVANERA;COMUNA 3;BELGRANO AV. 3200;1209;C1209AAQ
-34.61559995521321;-58.41419076794978;BELGRANO AV.;3400;238;275000;1155.5;0;14.5;ALMAGRO;COMUNA 5;BELGRANO AV. 3400;1210;C1210AAO
-34.6157615141652;-58.41690295480257;BELGRANO AV.;3600;339;910000;2684.4;5.2;14.5;ALMAGRO;COMUNA 5;BELGRANO AV. 3600;1210;C1210AAQ
-34.615922194662915;-58.424376686002354;BELGRANO;4100;416;400000;961.5;1.6;14.5;ALMAGRO;COMUNA 5;BELGRANO 4100;1210;C1210AAV
-34.635362866319944;-58.482800272255304;BENEDETTI, OSVALDO E., DIP.NAC.;100;570;700000;1228.1;3.5;14.5;VELEZ SARSFIELD;COMUNA 10;BENEDETTI, OSVALDO E., DIP.NAC. 100;1407;C1407JUB
-34.6368445044101;-58.48226756520278;BENEDETTI, OSVALDO E., DIP.NAC.;200;238;230000;966.4;2.8;14.5;VELEZ SARSFIELD;COMUNA 10;BENEDETTI, OSVALDO E., DIP.NAC. 200;1407;C1407JUD
-34.62411811487666;-58.503437225009414;BERMUDEZ;1500;390;430000;1102.6;3;14.5;VELEZ SARSFIELD;COMUNA 10;BERMUDEZ 1500;1407;C1407BDZ
-34.62264565594965;-58.5053893511011;BERMUDEZ;1700;495;550000;1111.1;0;14.5;MONTE CASTRO;COMUNA 10;BERMUDEZ 1700;1407;C1407BED
-34.61930464553223;-58.50979482021724;BERMUDEZ;2100;298;400000;1342.3;0;14.5;MONTE CASTRO;COMUNA 10;BERMUDEZ 2100;1417;C1417BWD
-34.61359541173223;-58.517234131972295;BERMUDEZ;2900;169;245000;1449.7;0;14.5;VILLA DEVOTO;COMUNA 11;BERMUDEZ 2900;1417;C1417BWT
-34.622526687875094;-58.500286063141616;BERNALDES;1600;254;299000;1177.2;3;14.5;VELEZ SARSFIELD;COMUNA 10;BERNALDES 1600;1407;C1407CTJ
-34.622526687875094;-58.500286063141616;BERNALDES;1600;1067;1100000;1030.9;3;14.5;VELEZ SARSFIELD;COMUNA 10;BERNALDES 1600;1407;C1407CTJ
-34.54794299166826;-58.47867699507342;BESARES;3200;372;440000;1182.8;1.6;14.5;SAAVEDRA;COMUNA 12;BESARES 3200;1429;C1429DJD
-34.631838646543855;-58.45157299217964;BILBAO, FRANCISCO;1700;355;379900;1070.1;1.6;14.5;PARQUE CHACABUCO;COMUNA 7;BILBAO, FRANCISCO 1700;1406;C1406FFH
-34.57322501135965;-58.482379593760875;BLANCO ENCALADA;4700;257;850000;3307.4;3.5;14.5;VILLA URQUIZA;COMUNA 12;BLANCO ENCALADA 4700;1431;C1431CDF
-34.57778008879026;-58.49008950541813;BLANCO ENCALADA;5400;377;1150000;3050.4;3.5;14.5;VILLA URQUIZA;COMUNA 12;BLANCO ENCALADA 5400;1431;C1431CDT
-34.578382900371366;-58.49111067707229;BLANCO ENCALADA;5500;154;350000;2272.7;3.5;14.5;VILLA URQUIZA;COMUNA 12;BLANCO ENCALADA 5500;1431;C1431CDV
-34.57903426647501;-58.49221649781576;BLANCO ENCALADA;5600;340;640000;1882.4;3;14.5;VILLA URQUIZA;COMUNA 12;BLANCO ENCALADA 5600;1431;C1431CDX
-34.62923571497029;-58.360535961893895;BLANES, JUAN MANUEL;200;2700;3500000;1296.3;0;14.5;BOCA;COMUNA 4;BLANES, JUAN MANUEL 200;1155;C1155ACD
-34.619693622897664;-58.416549912616894;BOEDO AV.;600;189;720000;3809.5;0;14.5;ALMAGRO;COMUNA 5;BOEDO AV. 600;1218;C1218AAO
-34.62533455465964;-58.4160147157281;BOEDO AV.;1000;140;310000;2214.3;4;14.5;BOEDO;COMUNA 5;BOEDO AV. 1000;1218;C1218AAS
-34.628851791627014;-58.41583529901217;BOEDO AV.;1300;175;570000;3257.1;0;14.5;BOEDO;COMUNA 5;BOEDO AV. 1300;1239;C1239AAP
-34.6326668622474;-58.41593091307418;BOEDO AV.;1600;299;680000;2274.2;0;14.5;BOEDO;COMUNA 5;BOEDO AV. 1600;1239;C1239AAS
-34.6326668622474;-58.41593091307418;BOEDO AV.;1600;767;1100000;1434.2;0;14.5;BOEDO;COMUNA 5;BOEDO AV. 1600;1239;C1239AAS
-34.63522336232875;-58.41608116774757;BOEDO AV.;1800;170;260000;1529.4;0;14.5;BOEDO;COMUNA 5;BOEDO AV. 1800;1239;C1239AAU
-34.6219447778805;-58.45432898913691;BOGOTA;1700;150;345000;2300;3.5;14.5;CABALLITO;COMUNA 6;BOGOTA 1700;1406;C1406GBD
-34.63054844445679;-58.48302253082365;BOGOTA;3900;221;240000;1086;3.5;14.5;FLORESTA;COMUNA 10;BOGOTA 3900;1407;C1407ESL
-34.63572775736699;-58.48435910999513;BOLAÑOS;100;386;290000;751.3;0;14.5;VELEZ SARSFIELD;COMUNA 10;BOLAÑOS 100;1407;C1407JPB
-34.63699558128033;-58.483883116536575;BOLAÑOS;200;351;400000;1139.6;3.5;14.5;VELEZ SARSFIELD;COMUNA 10;BOLAÑOS 200;1407;C1407JPD
-34.625116649883864;-58.46751754498203;ESTADO PLURINACIONAL DE BOLIVIA;500;240;435000;1812.5;0;14.5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 500;1406;C1406ADH
-34.61858556484788;-58.47039141072796;ESTADO PLURINACIONAL DE BOLIVIA;1100;225;320000;1422.2;3.5;14.5;FLORES;COMUNA 7;ESTADO PLURINACIONAL DE BOLIVIA 1100;1406;C1406ADT
-34.61455803044559;-58.47356700684118;ESTADO PLURINACIONAL DE BOLIVIA;1500;433;280000;646.7;1.2;14.5;VILLA GRAL. MITRE;COMUNA 11;ESTADO PLURINACIONAL DE BOLIVIA 1500;1416;C1416ANH
-34.57712107056246;-58.50522739244716;ESTADO PLURINACIONAL DE BOLIVIA;5600;262;290000;1106.9;1.2;14.5;VILLA PUEYRREDON;COMUNA 12;ESTADO PLURINACIONAL DE BOLIVIA 5600;1419;C1419DVH
-34.63279669836733;-58.46243795096405;BONIFACIO, JOSE;2500;350;700000;2000;2.8;14.5;FLORES;COMUNA 7;BONIFACIO, JOSE 2500;1406;C1406GYB
-34.63442646645877;-58.467765672339254;BONIFACIO, JOSE;2900;334;420000;1257.5;0;14.5;FLORES;COMUNA 7;BONIFACIO, JOSE 2900;1406;C1406GYJ
-34.63840997812247;-58.478978298068306;BONIFACIO, JOSE;3900;202;270000;1336.6;2.5;14.5;PARQUE AVELLANEDA;COMUNA 9;BONIFACIO, JOSE 3900;1407;C1407HEL
-34.63840997812247;-58.478978298068306;BONIFACIO, JOSE;3900;206;200000;970.9;0;14.5;PARQUE AVELLANEDA;COMUNA 9;BONIFACIO, JOSE 3900;1407;C1407HEL
-34.63840997812247;-58.478978298068306;BONIFACIO, JOSE;3900;230;240000;1043.5;3.5;14.5;PARQUE AVELLANEDA;COMUNA 9;BONIFACIO, JOSE 3900;1407;C1407HEL
-34.57095453277795;-58.49484338264952;BONORINO, MARTINIANO;3100;144;180000;1250;1.6;14.5;VILLA URQUIZA;COMUNA 12;BONORINO, MARTINIANO 3100;1431;C1431EEB
-34.58010550915699;-58.433722595970394;BONPLAND;2100;132;550000;4166.7;3;14.5;PALERMO;COMUNA 14;BONPLAND 2100;1414;C1414CNB
-34.60325043530913;-58.40639257203026;BOULOGNE SUR MER;600;1626;5000000;3075;4;14.5;BALVANERA;COMUNA 3;BOULOGNE SUR MER 600;1213;C1213AAH
-34.61743226712911;-58.46323838440668;BOYACA;900;300;333000;1110;3;14.5;FLORES;COMUNA 7;BOYACA 900;1406;C1406BHP
-34.661490762366014;-58.512394850123435;BRAGADO;7200;156;170000;1089.7;3;14.5;MATADEROS;COMUNA 9;BRAGADO 7200;1440;C1440ADT
-34.63334804623727;-58.35643077789849;BRANDSEN;200;873;200000;229.1;0;14.5;BOCA;COMUNA 4;BRANDSEN 200;1161;C1161AAD
-34.634419455569834;-58.35910527846603;BRANDSEN;400;527;380000;721.1;0;14.5;BOCA;COMUNA 4;BRANDSEN 400;1161;C1161AAH
-34.636238582602616;-58.36357265173321;BRANDSEN;700;260;350000;1346.2;0;14.5;BOCA;COMUNA 4;BRANDSEN 700;1161;C1161AAN
-34.636238582602616;-58.36357265173321;BRANDSEN;700;262;280000;1068.7;2.5;14.5;BOCA;COMUNA 4;BRANDSEN 700;1161;C1161AAN
-34.6255881410399;-58.37382315578317;BRASIL;600;369;720000;1951.2;3.5;14.5;SAN TELMO;COMUNA 1;BRASIL 600;1154;C1154AAH
-34.626244773418136;-58.376091508070004;BRASIL;800;768;580000;755.2;0;14.5;SAN TELMO;COMUNA 1;BRASIL 800;1154;C1154AAL
-34.62934184186178;-58.39081160751207;BRASIL;1800;187;480000;2566.8;0;14.5;CONSTITUCION;COMUNA 1;BRASIL 1800;1154;C1154ABF
-34.630866071292616;-58.36237206272419;BROWN, ALTE. AV.;700;520;850000;1634.6;5;14.5;BOCA;COMUNA 4;BROWN, ALTE. AV. 700;1155;C1155AEQ
-34.631849446851334;-58.360972406692056;BROWN, ALTE. AV.;800;486;550000;1131.7;4;14.5;BOCA;COMUNA 4;BROWN, ALTE. AV. 800;1155;C1155AER
-34.633473954211134;-58.35986812096434;BROWN, ALTE. AV.;1000;850;1100000;1294.1;5.3;14.5;BOCA;COMUNA 4;BROWN, ALTE. AV. 1000;1159;C1159ABO
-34.63422790883108;-58.35945782099818;BROWN, ALTE. AV.;1100;1575;1700000;1079.4;5.3;14.5;BOCA;COMUNA 4;BROWN, ALTE. AV. 1100;1159;C1159ABP
-34.63602029537947;-58.358357646687935;BROWN, ALTE. AV.;1300;1050;1400000;1333.3;4;14.5;BOCA;COMUNA 4;BROWN, ALTE. AV. 1300;1159;C1159ABR
-34.63682076286625;-58.35787880157403;BROWN, ALTE. AV.;1400;837;700000;836.3;4;14.5;BOCA;COMUNA 4;BROWN, ALTE. AV. 1400;1159;C1159ABS
-34.645485494596976;-58.49306624143959;BRUIX AV.;4800;426;470000;1103.3;0;14.5;PARQUE AVELLANEDA;COMUNA 9;BRUIX AV. 4800;1407;C1407IKZ
-34.58983516423804;-58.4759385595547;BUCARELLI;1000;143;159000;1111.9;2;14.5;PARQUE CHAS;COMUNA 15;BUCARELLI 1000;1427;C1427BDB
-34.587818332542994;-58.477781753549436;BUCARELLI;1200;191;299000;1565.4;3;14.5;PARQUE CHAS;COMUNA 15;BUCARELLI 1200;1427;C1427BDF
-34.574184132616665;-58.490054581144356;BUCARELLI;2600;420;1100000;2619;4;14.5;VILLA URQUIZA;COMUNA 12;BUCARELLI 2600;1431;C1431DRD
-34.619084116259316;-58.467120309413204;BUFANO, ALFREDO R.;1000;233;265000;1137.3;3.5;14.5;FLORES;COMUNA 7;BUFANO, ALFREDO R. 1000;1406;C1406AXF
-34.616263860448186;-58.46879032931803;BUFANO, ALFREDO R.;1300;409;490000;1198;3.5;14.5;VILLA GRAL. MITRE;COMUNA 11;BUFANO, ALFREDO R. 1300;1416;C1416AJB
-34.59790365259777;-58.417347490919596;BULNES;1200;260;1000000;3846.2;6.2;14.5;ALMAGRO;COMUNA 5;BULNES 1200;1176;C1176ABV
-34.57457252587114;-58.49445626347141;BURELA;2800;303;270000;891.1;1.6;14.5;VILLA URQUIZA;COMUNA 12;BURELA 2800;1431;C1431EHH
-34.63707973988358;-58.52380983639727;BYNON;6700;193;150000;777.2;1.6;14.5;LINIERS;COMUNA 9;BYNON 6700;1408;C1408AGD
-34.638935147117024;-58.50178848317373;BYRON;100;259;410000;1583;3.5;14.5;VILLA LURO;COMUNA 10;BYRON 100;1407;C1407IAB
-34.66251259434193;-58.5032487480768;CAÑADA DE GOMEZ;2400;275;140000;509.1;0;14.5;MATADEROS;COMUNA 9;CAÑADA DE GOMEZ 2400;1440;C1440EGV
-34.68250858664566;-58.47861133980945;CAÑADA DE GOMEZ;4500;190;150000;789.5;2;14.5;VILLA LUGANO;COMUNA 8;CAÑADA DE GOMEZ 4500;1439;C1439GND
-34.64583599830132;-58.51732434191631;CAAGUAZU;6400;375;210000;560;1.6;14.5;LINIERS;COMUNA 9;CAAGUAZU 6400;1408;C1408ETN
-34.65328890666208;-58.52554529658047;CAAGUAZU;7500;256;190000;742.2;1;14.5;LINIERS;COMUNA 9;CAAGUAZU 7500;1408;C1408EUJ
-34.58862020802518;-58.51441026516858;CABEZON, JOSE LEON;3600;251;245000;976.1;1.2;14.5;VILLA DEVOTO;COMUNA 11;CABEZON, JOSE LEON 3600;1419;C1419FCT
-34.629279160416445;-58.35849129587208;CABOTO;600;108;130000;1203.7;2;14.5;BOCA;COMUNA 4;CABOTO 600;1157;C1157ABJ
-34.59661297936207;-58.41862024010437;CABRERA, JOSE A.;3700;318;790000;2484.3;3;14.5;PALERMO;COMUNA 14;CABRERA, JOSE A. 3700;1186;C1186AAR
-34.583488300387785;-58.44122474811045;CABRERA, JOSE A.;5900;510;960000;1882.4;2.5;14.5;PALERMO;COMUNA 14;CABRERA, JOSE A. 5900;1414;C1414BHJ
-34.644690711293975;-58.41298596695465;CACHI;100;504;504000;1000;0;14.5;PARQUE PATRICIOS;COMUNA 4;CACHI 100;1437;C1437DYB
-34.6220607552774;-58.44229173549303;CACHIMAYO;100;334;750000;2245.5;2.8;14.5;CABALLITO;COMUNA 6;CACHIMAYO 100;1424;C1424AQB
-34.626453256791955;-58.44143611705072;CACHIMAYO;500;160;460000;2875;0;14.5;CABALLITO;COMUNA 6;CACHIMAYO 500;1424;C1424AQJ
-34.63005216222556;-58.44102965098409;CACHIMAYO;800;407;640000;1572.5;3.5;14.5;PARQUE CHACABUCO;COMUNA 7;CACHIMAYO 800;1424;C1424ARB
;;CAFAYATE;600;485;180000;371.1;1.6;14.5;;;;;
;;CAFAYATE;600;3100;900000;290.3;1.6;14.5;;;;;
-34.647358246790596;-58.51698094791172;CAFAYATE;800;144;175000;1215.3;1.6;14.5;LINIERS;COMUNA 9;CAFAYATE 800;1408;C1408IMD
-34.595489149571556;-58.45332440761802;CALDAS;100;117;139900;1195.7;0;14.5;CHACARITA;COMUNA 15;CALDAS 100;1427;C1427AFB
-34.62489191158961;-58.507932937600714;CALDERON DE LA BARCA, PEDRO;1600;148;205000;1385.1;3.5;14.5;MONTE CASTRO;COMUNA 10;CALDERON DE LA BARCA, PEDRO 1600;1407;C1407KQF
-34.64558941106058;-58.36759001932072;CALIFORNIA;1300;306;200000;653.6;3;14.5;BOCA;COMUNA 4;CALIFORNIA 1300;1168;C1168ABF
-34.64811320125701;-58.37844970885131;CALIFORNIA;2200;390;320000;820.5;1.2;14.5;BARRACAS;COMUNA 4;CALIFORNIA 2200;1289;C1289AAR
-34.62007628397495;-58.38867685633944;CALVO, CARLOS;1600;520;460000;884.6;4.2;14.5;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1600;1102;C1102ABF
-34.62025113169162;-58.39151309343169;CALVO, CARLOS;1800;370;450000;1216.2;2.5;14.5;CONSTITUCION;COMUNA 1;CALVO, CARLOS 1800;1102;C1102ABJ
-34.620933980827616;-58.3997166992191;CALVO, CARLOS;2400;350;455000;1300;0;14.5;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 2400;1230;C1230AAL
-34.62271621367672;-58.410469910641126;CALVO, CARLOS;3200;195;310000;1589.7;3.5;14.5;SAN CRISTOBAL;COMUNA 3;CALVO, CARLOS 3200;1230;C1230ABB
-34.62872199605113;-58.45820651179955;CAMACUA;100;418;750000;1794.3;2.8;14.5;FLORES;COMUNA 7;CAMACUA 100;1406;C1406DOB
-34.60671987220805;-58.469408752667164;CAMARONES;2000;152;230000;1513.2;3;14.5;VILLA GRAL. MITRE;COMUNA 11;CAMARONES 2000;1416;C1416ECL
-34.61306007716961;-58.48176756386999;CAMARONES;3000;178;298000;1674.2;3.5;14.5;VILLA SANTA RITA;COMUNA 11;CAMARONES 3000;1416;C1416EDF
-34.62553661661302;-58.50138884400884;CAMARONES;4900;180;220000;1222.2;2;14.5;VELEZ SARSFIELD;COMUNA 10;CAMARONES 4900;1407;C1407FNF
-34.626672305115406;-58.50270088858978;CAMARONES;5000;186;170000;914;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;CAMARONES 5000;1407;C1407FNH
-34.624611630778226;-58.47807217311487;CAMPANA;700;218;790000;3623.9;0;14.5;FLORESTA;COMUNA 10;CAMPANA 700;1406;C1406AUL
-34.60975771519136;-58.490111805529054;CAMPANA;2300;242;510000;2107.4;0;14.5;VILLA DEL PARQUE;COMUNA 11;CAMPANA 2300;1417;C1417ACD
-34.60186762714656;-58.496922830257915;CAMPANA;3200;242;510000;2107.4;0;14.5;VILLA DEL PARQUE;COMUNA 11;CAMPANA 3200;1417;C1417ACV
-34.609871042070644;-58.52185568891591;CANTILO, JOSE LUIS;5000;371;380000;1024.3;1.2;14.5;VILLA DEVOTO;COMUNA 11;CANTILO, JOSE LUIS 5000;1419;C1419HOR
-34.56574055869016;-58.49345379081433;CAPDEVILA;3400;257;299500;1165.4;1.6;14.5;VILLA URQUIZA;COMUNA 12;CAPDEVILA 3400;1431;C1431FKN
-34.56444183488506;-58.49439974954022;CAPDEVILA;3500;450;550000;1222.2;1.6;14.5;VILLA URQUIZA;COMUNA 12;CAPDEVILA 3500;1431;C1431FKP
-34.634381671768246;-58.45285185434765;CARABOBO AV.;700;167;220000;1317.4;3;14.5;PARQUE CHACABUCO;COMUNA 7;CARABOBO AV. 700;1406;C1406DGT
-34.634381671768246;-58.45285185434765;CARABOBO AV.;700;390;650000;1666.7;0;14.5;PARQUE CHACABUCO;COMUNA 7;CARABOBO AV. 700;1406;C1406DGT
-34.62729966929206;-58.461746238627285;CARACAS;100;259;900000;3474.9;5;14.5;FLORES;COMUNA 7;CARACAS 100;1406;C1406AYB
-34.58010553758212;-58.435655700845416;CARRANZA, ANGEL JUSTINIANO;2000;436;1400000;3211;3;14.5;PALERMO;COMUNA 14;CARRANZA, ANGEL JUSTINIANO 2000;1414;C1414COX
-34.63333084499983;-58.4901155582914;CARRASCO AV.;300;214;300000;1401.9;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;CARRASCO AV. 300;1407;C1407AVD
-34.59066477741053;-58.49801614891318;CARRIL, SALVADOR MARIA DEL AV.;2900;225;350000;1555.6;2;14.5;AGRONOMIA;COMUNA 15;CARRIL, SALVADOR MARIA DEL AV. 2900;1419;C1419GZU
-34.63346162271425;-58.383157630830766;CARRILLO, RAMON, DR.;100;229;175000;764.2;2;14.5;BARRACAS;COMUNA 4;CARRILLO, RAMON, DR. 100;1275;C1275AHB
-34.63549328514824;-58.38210212566946;CARRILLO, RAMON, DR.;300;228;300000;1315.8;2;14.5;BARRACAS;COMUNA 4;CARRILLO, RAMON, DR. 300;1275;C1275AHF
-34.63567552065913;-58.397248485946;CASEROS AV.;2500;2160;3300000;1527.8;0;14.5;PARQUE PATRICIOS;COMUNA 4;CASEROS AV. 2500;1264;C1264AAR
-34.63655236616874;-58.40199073003587;CASEROS AV.;2800;501;705000;1407.2;0;14.5;PARQUE PATRICIOS;COMUNA 4;CASEROS AV. 2800;1264;C1264AAU
-34.637083476377896;-58.40502917803138;CASEROS AV.;3000;450;2000000;4444.4;0;14.5;PARQUE PATRICIOS;COMUNA 4;CASEROS AV. 3000;1264;C1264AAW
-34.63821363558418;-58.411501025066066;CASEROS AV.;3300;200;550000;2750;0;14.5;NUEVA POMPEYA;COMUNA 4;CASEROS AV. 3300;1263;C1263AAO
;;CASTAÑARES;1000;142;300000;2112.7;0;14.5;;;;;
;;CASTAÑARES;1000;143;300000;2097.9;0;14.5;;;;;
;;CASTAÑARES;5400;450;260000;577.8;1.2;14.5;;;;;
-34.64030794953743;-58.46212065753307;CASTAÑON;900;120;125000;1041.7;0;14.5;FLORES;COMUNA 7;CASTAÑON 900;1406;C1406EWD
-34.59117919690308;-58.43909338320773;CASTILLO;1100;161;240000;1490.7;1.6;14.5;VILLA CRESPO;COMUNA 15;CASTILLO 1100;1414;C1414AWV
-34.58900658246655;-58.440366959027564;CASTILLO;1300;170;168000;988.2;1.2;14.5;CHACARITA;COMUNA 15;CASTILLO 1300;1414;C1414AXB
;;CASTILLO, CATULO;2300;675;300000;444.4;2;14.5;;;;;
-34.63474374234552;-58.40576766607007;CASTILLO, CATULO;3000;2438;2600000;1066.4;1.6;14.5;PARQUE PATRICIOS;COMUNA 4;CASTILLO, CATULO 3000;1261;C1261ACN
-34.63149753200469;-58.41772824175501;CASTRO BARROS;1600;151;500000;3311.3;3;14.5;BOEDO;COMUNA 5;CASTRO BARROS 1600;1237;C1237ABJ
-34.613064928962224;-58.42058678421291;CASTRO BARROS AV.;100;232;650000;2801.7;0;14.5;ALMAGRO;COMUNA 5;CASTRO BARROS AV. 100;1178;C1178AAB
-34.613064928962224;-58.42058678421291;CASTRO BARROS AV.;100;128;250000;1953.1;2.5;14.5;ALMAGRO;COMUNA 5;CASTRO BARROS AV. 100;1178;C1178AAB
-34.6159877713358;-58.405790682252594;CATAMARCA;500;171;150000;877.2;1.4;14.5;BALVANERA;COMUNA 3;CATAMARCA 500;1213;C1213ABJ
-34.631105973075336;-58.40206696593566;CATAMARCA;1800;219;188000;858.4;1.6;14.5;PARQUE PATRICIOS;COMUNA 4;CATAMARCA 1800;1246;C1246AAL
-34.579153471674054;-58.49230511532203;CERETTI;2300;330;670000;2030.3;3.5;14.5;VILLA URQUIZA;COMUNA 12;CERETTI 2300;1431;C1431EKP
-34.57657158942729;-58.494410356758834;CERETTI;2600;420;780000;1857.1;3;14.5;VILLA URQUIZA;COMUNA 12;CERETTI 2600;1431;C1431ELD
-34.572472529704875;-58.49770786792697;CERETTI;3100;390;330000;846.2;1.6;14.5;VILLA URQUIZA;COMUNA 12;CERETTI 3100;1431;C1431ELN
-34.64614638352883;-58.365096613411474;CERRI, DANIEL, GRAL.;1100;215;80000;372.1;3.8;14.5;BOCA;COMUNA 4;CERRI, DANIEL, GRAL. 1100;1168;C1168AEB
-34.64648081922867;-58.3681921450046;CERRI, DANIEL, GRAL.;1300;303;300000;990.1;0;14.5;BOCA;COMUNA 4;CERRI, DANIEL, GRAL. 1300;1168;C1168AEF
-34.64719169506146;-58.371625664871736;CERRI, DANIEL, GRAL.;1600;188;240000;1276.6;3.8;14.5;BARRACAS;COMUNA 4;CERRI, DANIEL, GRAL. 1600;1291;C1291AAF
-34.632548682019404;-58.495963386936836;CERVANTES;500;209;215000;1028.7;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;CERVANTES 500;1407;C1407BGF
-34.580759324679356;-58.457963619078676;CHARLONE;1100;246;245000;995.9;2;14.5;CHACARITA;COMUNA 15;CHARLONE 1100;1427;C1427BXV
;;CHICLANA;2800;144;230000;1597.2;0;14.5;;;;;
-34.63207223015989;-58.407955012271685;CHICLANA AV.;3100;352;900000;2556.8;2;14.5;PARQUE PATRICIOS;COMUNA 4;CHICLANA AV. 3100;1259;C1259AAP
-34.6394517661865;-58.418479190741664;CHICLANA AV.;3900;186;440000;2365.6;0;14.5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.6394517661865;-58.418479190741664;CHICLANA AV.;3900;370;850000;2297.3;0;14.5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.6394517661865;-58.418479190741664;CHICLANA AV.;3900;556;1290000;2320.1;0;14.5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.6394517661865;-58.418479190741664;CHICLANA AV.;3900;1175;1850000;1574.5;0;14.5;NUEVA POMPEYA;COMUNA 4;CHICLANA AV. 3900;1262;C1262AAP
-34.61628715879508;-58.3774105260556;CHILE;800;199;270000;1356.8;0;14.5;SAN TELMO;COMUNA 1;CHILE 800;1098;C1098AAP
-34.617470683098176;-58.39895165133996;CHILE;2300;330;370000;1121.2;2.5;14.5;BALVANERA;COMUNA 3;CHILE 2300;1227;C1227AAJ
-34.61757478914192;-58.40001526990522;CHILE;2400;242;265000;1095;2.5;14.5;BALVANERA;COMUNA 3;CHILE 2400;1227;C1227AAL
-34.61757478914192;-58.40001526990522;CHILE;2400;315;440000;1396.8;3.5;14.5;BALVANERA;COMUNA 3;CHILE 2400;1227;C1227AAL
;;CHILE;2900;268;250000;932.8;3;14.5;;;;;
-34.629597409794364;-58.483691335535326;CHIVILCOY;400;233;420000;1802.6;0;14.5;FLORESTA;COMUNA 10;CHIVILCOY 400;1407;C1407AEF
-34.615745019924695;-58.49790079173231;CHIVILCOY;2000;209;270000;1291.9;3.5;14.5;MONTE CASTRO;COMUNA 10;CHIVILCOY 2000;1407;C1407AFL
-34.60744713520187;-58.50510177917173;CHIVILCOY;2900;216;350000;1620.4;1.2;14.5;VILLA DEVOTO;COMUNA 11;CHIVILCOY 2900;1417;C1417ATR
-34.60238895380188;-58.509701049505026;CHIVILCOY AV.;3600;362;570000;1574.6;0;14.5;VILLA DEVOTO;COMUNA 11;CHIVILCOY AV. 3600;1419;C1419BDB
-34.58731440041355;-58.4708323293419;CHORROARIN AV.;900;134;370000;2761.2;4;14.5;VILLA ORTUZAR;COMUNA 15;CHORROARIN AV. 900;1427;C1427CXS
