X;Y;CALLE;NUMERO;M2;DOLARES;U_S_M2;FOT;COTIZ;BARRIO;COMUNA;DIRECCION NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO
-34.620885533932906;-58.407433984051295;ESTADOS UNIDOS;3000;283;400000;1413.4;3;14.5;SAN CRISTOBAL;COMUNA 3;ESTADOS UNIDOS 3000;1227;C1227ABX
-34.62125353748547;-58.40915933427889;ESTADOS UNIDOS;3100;476;490000;1029.4;3;14.5;SAN CRISTOBAL;COMUNA 3;ESTADOS UNIDOS 3100;1228;C1228ABB
-34.578585102798506;-58.464709214844966;ESTOMBA;1300;229;280000;1222.7;1.6;14.5;VILLA ORTUZAR;COMUNA 15;ESTOMBA 1300;1427;C1427CPD
-34.56338387463451;-58.4776938186767;ESTOMBA;2900;250;280000;1120;1.6;14.5;COGHLAN;COMUNA 12;ESTOMBA 2900;1430;C1430EIB
-34.55191616637952;-58.48622190803162;ESTOMBA;4200;153;280000;1830.1;1.6;14.5;SAAVEDRA;COMUNA 12;ESTOMBA 4200;1430;C1430EJB
-34.625006221423746;-58.44937439888072;FALCON, RAMON L.,CNEL.;1500;303;825000;2722.8;0;14.5;CABALLITO;COMUNA 6;FALCON, RAMON L.,CNEL. 1500;1406;C1406GND
-34.638335850905094;-58.49619183659616;FALCON, RAMON L.,CNEL.;4900;265;325000;1226.4;3.5;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. 4900;1407;C1407GTF
-34.63853125322693;-58.49766958077856;FALCON, RAMON L.,CNEL.;5000;693;990000;1428.6;3.5;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. 5000;1407;C1407GTH
-34.63871431265078;-58.4990814858759;FALCON, RAMON L.,CNEL.;5100;148;215000;1452.7;3.5;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. 5100;1407;C1407GTJ
-34.63890252023928;-58.5005609853665;FALCON, RAMON L.,CNEL.;5200;388;450000;1159.8;3.5;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. 5200;1407;C1407GTL
-34.63890252023928;-58.5005609853665;FALCON, RAMON L.,CNEL.;5200;396;450000;1136.4;3.5;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. 5200;1407;C1407GTL
-34.63915918632564;-58.502473311058424;FALCON, RAMON L.,CNEL.;5400;1409;820000;582;1.2;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. 5400;1407;C1407GTP
-34.63937904172301;-58.50558904911318;FALCON, RAMON L.,CNEL. AV.;5600;1380;450000;326.1;0;14.5;VILLA LURO;COMUNA 10;FALCON, RAMON L.,CNEL. AV. 5600;1408;C1408DRD
-34.646416816320105;-58.4106338675993;FAMATINA;3500;580;230000;396.6;1.5;14.5;PARQUE PATRICIOS;COMUNA 4;FAMATINA 3500;1437;C1437IOL
;;FERNANDEZ DE ENCISO;3500;278;320000;1151.1;1;14.5;;;;;
-34.63789391205784;-58.458695867696356;FERNANDEZ MORENO, BALDOMERO;2500;198;350000;1767.7;3.5;14.5;FLORES;COMUNA 7;FERNANDEZ MORENO, BALDOMERO 2500;1406;C1406HIB
-34.613295641216325;-58.46108384202516;FIGUEROA, D. APOLINARIO, CORONEL;1800;309;450000;1456.3;2;14.5;VILLA GRAL. MITRE;COMUNA 11;FIGUEROA, D. APOLINARIO, CORONEL 1800;1416;C1416DQB
-34.614434228678384;-58.46351022893364;FIGUEROA, D. APOLINARIO, CORONEL;2000;240;430000;1791.7;3.5;14.5;VILLA GRAL. MITRE;COMUNA 11;FIGUEROA, D. APOLINARIO, CORONEL 2000;1416;C1416DQF
-34.63569860113125;-58.391395658992735;FINOCHIETTO ENRIQUE DR.;2100;210;220000;1047.6;3;14.5;PARQUE PATRICIOS;COMUNA 4;FINOCHIETTO ENRIQUE DR. 2100;1275;C1275AAR
-34.58339435217457;-58.435529012608036;FITZ ROY;1800;242;650000;2686;0;14.5;PALERMO;COMUNA 14;FITZ ROY 1800;1414;C1414CHZ
-34.64337731131543;-58.51036333601412;FONROUGE;500;391;260000;665;1.6;14.5;LINIERS;COMUNA 9;FONROUGE 500;1408;C1408HFJ
-34.64608989504877;-58.50682113800651;FONROUGE;800;186;185000;994.6;1.6;14.5;LINIERS;COMUNA 9;FONROUGE 800;1408;C1408HFP
-34.64948339415522;-58.502542012468155;FONROUGE;1200;258;420000;1627.9;0;14.5;MATADEROS;COMUNA 9;FONROUGE 1200;1440;C1440CYH
-34.62150660636644;-58.43668520693885;FORMOSA;600;125;430000;3440;3.5;14.5;CABALLITO;COMUNA 6;FORMOSA 600;1424;C1424BZL
-34.58553518308348;-58.513027289961165;FRANCO;3400;723;1100000;1521.4;1.2;14.5;VILLA DEVOTO;COMUNA 11;FRANCO 3400;1419;C1419FIL
-34.612808879564724;-58.4540153553133;FRANKLIN;1400;123;175000;1422.8;1.6;14.5;CABALLITO;COMUNA 6;FRANKLIN 1400;1405;C1405DET
-34.615557017375586;-58.46138734604242;FRANKLIN;1900;151;259900;1721.2;2.8;14.5;FLORES;COMUNA 7;FRANKLIN 1900;1406;C1406FMD
-34.61694188051515;-58.46518247225363;FRANKLIN;2200;251;370000;1474.1;1.2;14.5;FLORES;COMUNA 7;FRANKLIN 2200;1406;C1406FMJ
;;FRAY JUSTO SANTAMARIA DE ORO;1700;175;350000;2000;1.6;14.5;;;;;
-34.58348807336273;-58.42822864238333;FRAY JUSTO SANTAMARIA DE ORO;2100;254;1200000;4724.4;4.2;14.5;PALERMO;COMUNA 14;FRAY JUSTO SANTAMARIA DE ORO 2100;1425;C1425FOB
-34.58348807336273;-58.42822864238333;FRAY JUSTO SANTAMARIA DE ORO;2100;562;3400000;6049.8;4.2;14.5;PALERMO;COMUNA 14;FRAY JUSTO SANTAMARIA DE ORO 2100;1425;C1425FOB
-34.582451439973326;-58.42730232740197;FRAY JUSTO SANTAMARIA DE ORO;2200;359;1800000;5013.9;4.2;14.5;PALERMO;COMUNA 14;FRAY JUSTO SANTAMARIA DE ORO 2200;1425;C1425FOD
-34.62498096447469;-58.45900736752683;FRAY LUIS BELTRAN;200;261;330000;1264.4;0;14.5;FLORES;COMUNA 7;FRAY LUIS BELTRAN 200;1406;C1406BED
-34.566694103278046;-58.464369748529066;FREIRE, RAMON, CAP. GRAL.;2100;200;480000;2400;0;14.5;BELGRANO;COMUNA 13;FREIRE, RAMON, CAP. GRAL. 2100;1428;C1428CZB
-34.549082241790586;-58.479230265109116;FREIRE, RAMON, CAP. GRAL.;4100;158;490000;3101.3;1.6;14.5;SAAVEDRA;COMUNA 12;FREIRE, RAMON, CAP. GRAL. 4100;1429;C1429ASX
-34.54621771551525;-58.48147160849323;FREIRE, RAMON, CAP. GRAL.;4500;268;280000;1044.8;1.6;14.5;SAAVEDRA;COMUNA 12;FREIRE, RAMON, CAP. GRAL. 4500;1429;C1429ATF
-34.60389566405386;-58.43710765699965;FRIAS, EUSTOQUIO, TTE. GENERAL;100;148;350000;2364.9;1.6;14.5;VILLA CRESPO;COMUNA 15;FRIAS, EUSTOQUIO, TTE. GENERAL 100;1414;C1414DVB
-34.60389566405386;-58.43710765699965;FRIAS, EUSTOQUIO, TTE. GENERAL;100;320;335000;1046.9;0;14.5;VILLA CRESPO;COMUNA 15;FRIAS, EUSTOQUIO, TTE. GENERAL 100;1414;C1414DVB
-34.6016598868034;-58.433600538601965;FRIAS, EUSTOQUIO, TTE. GENERAL;400;345;470000;1362.3;3.5;14.5;VILLA CRESPO;COMUNA 15;FRIAS, EUSTOQUIO, TTE. GENERAL 400;1414;C1414DVH
-34.61764553338188;-58.44662934949222;GAINZA, MARTIN DE, GRAL.;400;130;340000;2615.4;3.9;14.5;CABALLITO;COMUNA 6;GAINZA, MARTIN DE, GRAL. 400;1405;C1405AKF
-34.617073885469054;-58.473140556674025;GALICIA;2700;319;400000;1253.9;3.5;14.5;VILLA GRAL. MITRE;COMUNA 11;GALICIA 2700;1416;C1416DHR
-34.62140120672797;-58.48135385857169;GALICIA;3400;300;380000;1266.7;3;14.5;VILLA SANTA RITA;COMUNA 11;GALICIA 3400;1407;C1407FGB
-34.606975729705304;-58.44402998838196;GALLARDO, ANGEL AV.;1000;165;800000;4848.5;0;14.5;CABALLITO;COMUNA 6;GALLARDO, ANGEL AV. 1000;1405;C1405DJW
;;GALVAN;2700;69;179000;2594.2;0;14.5;;;;;
-34.58481709494874;-58.475197166328456;GAMARRA;1300;203;335000;1650.2;3;14.5;PARQUE CHAS;COMUNA 15;GAMARRA 1300;1427;C1427AYD
-34.60996748943877;-58.450782057131235;GAONA AV.;1600;509;850000;1669.9;0;14.5;CABALLITO;COMUNA 6;GAONA AV. 1600;1416;C1416DRQ
-34.61199320112559;-58.45460761528904;GAONA AV.;1900;235;730000;3106.4;0;14.5;CABALLITO;COMUNA 6;GAONA AV. 1900;1416;C1416DRT
-34.61850702669413;-58.470236358163234;GAONA AV.;3200;507;690000;1360.9;0;14.5;FLORES;COMUNA 7;GAONA AV. 3200;1416;C1416DST
-34.61988777308218;-58.47282874544048;GAONA AV.;3400;375;750000;2000;0;14.5;FLORES;COMUNA 7;GAONA AV. 3400;1416;C1416DSV
-34.628196633470836;-58.49119282890015;GAONA AV.;4900;189;190000;1005.3;1.2;14.5;VELEZ SARSFIELD;COMUNA 10;GAONA AV. 4900;1407;C1407FIX
-34.62713595669533;-58.385618773002705;GARAY, JUAN DE AV.;1400;332;650000;1957.8;0;14.5;CONSTITUCION;COMUNA 1;GARAY, JUAN DE AV. 1400;1153;C1153ABY
-34.627632882275186;-58.39427706456304;GARAY, JUAN DE AV.;2100;145;450000;3103.4;0;14.5;PARQUE PATRICIOS;COMUNA 4;GARAY, JUAN DE AV. 2100;1256;C1256AAP
-34.627970152085254;-58.39566555343242;GARAY, JUAN DE AV.;2300;220;230000;1045.5;6.5;14.5;PARQUE PATRICIOS;COMUNA 4;GARAY, JUAN DE AV. 2300;1256;C1256AAR
-34.62937504089536;-58.40639204049747;GARAY, JUAN DE AV.;3000;271;450000;1660.5;6.5;14.5;PARQUE PATRICIOS;COMUNA 4;GARAY, JUAN DE AV. 3000;1256;C1256AAY
-34.62937504089536;-58.40639204049747;GARAY, JUAN DE AV.;3000;470;800000;1702.1;0;14.5;PARQUE PATRICIOS;COMUNA 4;GARAY, JUAN DE AV. 3000;1256;C1256AAY
-34.62958188679528;-58.40824372123355;GARAY, JUAN DE AV.;3100;134;430000;3209;2.5;14.5;PARQUE PATRICIOS;COMUNA 4;GARAY, JUAN DE AV. 3100;1256;C1256AAZ
-34.62993871710611;-58.40973511119513;GARAY, JUAN DE AV.;3200;195;450000;2307.7;5.2;14.5;PARQUE PATRICIOS;COMUNA 4;GARAY, JUAN DE AV. 3200;1256;C1256ABN
-34.64491152695495;-58.51400260532403;GARCIA DE COSSIO;6200;245;210000;857.1;1.6;14.5;LINIERS;COMUNA 9;GARCIA DE COSSIO 6200;1408;C1408EWN
-34.54923624395061;-58.47187601761777;GARCIA DEL RIO AV.;2700;255;370000;1451;0;14.5;SAAVEDRA;COMUNA 12;GARCIA DEL RIO AV. 2700;1429;C1429DEP
-34.65461511371383;-58.5097499565716;GARCIA GRANDE DE ZEQUEIRA, SEVERO;6700;84;200000;2381;1.6;14.5;MATADEROS;COMUNA 9;GARCIA GRANDE DE ZEQUEIRA, SEVERO 6700;1440;C1440BUB
-34.60011286649514;-58.46497820681799;GARCIA, JUAN AGUSTIN;1400;300;285000;950;3;14.5;PATERNAL;COMUNA 15;GARCIA, JUAN AGUSTIN 1400;1416;C1416EKH
-34.60405730079916;-58.46948466305228;GARCIA, JUAN AGUSTIN;1900;390;550000;1410.3;3;14.5;VILLA GRAL. MITRE;COMUNA 11;GARCIA, JUAN AGUSTIN 1900;1416;C1416EKR
-34.613059972459055;-58.487171187247434;GARCIA, JUAN AGUSTIN;3300;120;164000;1366.7;2;14.5;VILLA SANTA RITA;COMUNA 11;GARCIA, JUAN AGUSTIN 3300;1416;C1416ELT
-34.62240692784988;-58.500148834581175;GARCIA, JUAN AGUSTIN;4700;182;270000;1483.5;3;14.5;VELEZ SARSFIELD;COMUNA 10;GARCIA, JUAN AGUSTIN 4700;1407;C1407FXB
-34.629468807615794;-58.37051711181762;GARCIA, MARTIN AV.;400;195;120000;615.4;1.5;14.5;BOCA;COMUNA 4;GARCIA, MARTIN AV. 400;1165;C1165ABP
;;GARCIA, TEODORO;2800;375;600000;1600;1.6;14.5;;;;;
;;GARDEL, CARLOS;3100;230;695000;3021.7;4;14.5;;;;;
-34.64019730975825;-58.47088185490797;GARZON EUGENIO GENERAL;3500;295;270000;915.3;1.6;14.5;PARQUE AVELLANEDA;COMUNA 9;GARZON EUGENIO GENERAL 3500;1406;C1406HDD
-34.64177144520091;-58.4746894951135;GARZON EUGENIO GENERAL;3800;252;133000;527.8;0;14.5;PARQUE AVELLANEDA;COMUNA 9;GARZON EUGENIO GENERAL 3800;1407;C1407HLF
-34.60604444945536;-58.42461526120437;GASCON;500;147;297000;2020.4;0;14.5;ALMAGRO;COMUNA 5;GASCON 500;1181;C1181ACH
-34.60457912542079;-58.42440278141415;GASCON;600;162;500000;3086.4;0;14.5;ALMAGRO;COMUNA 5;GASCON 600;1181;C1181ACJ
-34.60161389325732;-58.42392731969468;GASCON;800;552;930000;1684.8;2.5;14.5;ALMAGRO;COMUNA 5;GASCON 800;1181;C1181ACN
-34.62690750267872;-58.46050065003971;GAVILAN;100;252;698000;2769.8;5;14.5;FLORES;COMUNA 7;GAVILAN 100;1406;C1406BAB
-34.58300763151681;-58.492826878444106;GAVILAN;4500;303;490000;1617.2;3;14.5;VILLA PUEYRREDON;COMUNA 12;GAVILAN 4500;1419;C1419ENT
-34.58228704687767;-58.49348141628197;GAVILAN;4600;303;480000;1584.2;3;14.5;VILLA PUEYRREDON;COMUNA 12;GAVILAN 4600;1419;C1419ENV
-34.580596230920015;-58.49502350022781;GAVILAN;4800;150;235000;1566.7;3;14.5;VILLA PUEYRREDON;COMUNA 12;GAVILAN 4800;1419;C1419ENZ
-34.5870347134078;-58.467235146470315;GIRARDOT;1500;153;170000;1111.1;2;14.5;VILLA ORTUZAR;COMUNA 15;GIRARDOT 1500;1427;C1427AKF
;;GOLFARINI, JUAN ANGEL, DR.;2300;207;549000;2652.2;2.8;14.5;;;;;
-34.62047629919711;-58.49916104118877;GONZALEZ, ELPIDIO;4500;70;134000;1914.3;1.2;14.5;MONTE CASTRO;COMUNA 10;GONZALEZ, ELPIDIO 4500;1407;C1407GAX
-34.62047629919711;-58.49916104118877;GONZALEZ, ELPIDIO;4500;230;205000;891.3;0;14.5;MONTE CASTRO;COMUNA 10;GONZALEZ, ELPIDIO 4500;1407;C1407GAX
-34.62197300162165;-58.486144109079014;GONZALEZ, JOAQUIN V.;1200;332;330000;994;3;14.5;FLORESTA;COMUNA 10;GONZALEZ, JOAQUIN V. 1200;1407;C1407CZV
-34.614485052819646;-58.495529522108676;GONZALEZ, JOAQUIN V.;2100;310;390000;1258.1;3.5;14.5;MONTE CASTRO;COMUNA 10;GONZALEZ, JOAQUIN V. 2100;1407;C1407DAN
-34.611374639401056;-58.4982781146308;GONZALEZ, JOAQUIN V.;2400;600;1050000;1750;3;14.5;MONTE CASTRO;COMUNA 10;GONZALEZ, JOAQUIN V. 2400;1417;C1417AQF
-34.595473189034074;-58.4196737139476;GORRITI;3900;359;790000;2200.6;0;14.5;PALERMO;COMUNA 14;GORRITI 3900;1172;C1172ACJ
-34.59535063140416;-58.42290474892668;GORRITI;4100;368;850000;2309.8;3;14.5;PALERMO;COMUNA 14;GORRITI 4100;1172;C1172ACN
-34.626540055116635;-58.44075843021808;GOYENA, PEDRO AV.;900;321;550000;1713.4;0;14.5;CABALLITO;COMUNA 6;GOYENA, PEDRO AV. 900;1424;C1424BSV
-34.62721577038959;-58.44527275402815;GOYENA, PEDRO AV.;1300;1069;1540000;1440.6;0;14.5;CABALLITO;COMUNA 6;GOYENA, PEDRO AV. 1300;1406;C1406GWO
-34.64755793177406;-58.410439195569836;GRITO DE ASENCIO;3500;200;160000;800;1.5;14.5;PARQUE PATRICIOS;COMUNA 4;GRITO DE ASENCIO 3500;1437;C1437IMH
-34.58102760665547;-58.49797342818257;GRIVEO;2400;252;200000;793.7;1.2;14.5;VILLA PUEYRREDON;COMUNA 12;GRIVEO 2400;1419;C1419EVD
-34.58453223942987;-58.50362362184606;GRIVEO;2900;120;150000;1250;1.2;14.5;VILLA PUEYRREDON;COMUNA 12;GRIVEO 2900;1419;C1419EVN
-34.58861763781097;-58.51024028434112;GRIVEO;3400;133;160000;1203;1.2;14.5;VILLA DEVOTO;COMUNA 11;GRIVEO 3400;1419;C1419EVX
-34.59373522215757;-58.51855122978741;GRIVEO;4100;211;220000;1042.7;1;14.5;VILLA DEVOTO;COMUNA 11;GRIVEO 4100;1419;C1419EWL
-34.61819091963501;-58.49842074910047;GUALEGUAYCHU;1900;185;235000;1270.3;3.5;14.5;MONTE CASTRO;COMUNA 10;GUALEGUAYCHU 1900;1407;C1407ALN
-34.60944840356785;-58.506555334426245;GUALEGUAYCHU;2800;303;420000;1386.1;1;14.5;VILLA DEVOTO;COMUNA 11;GUALEGUAYCHU 2800;1417;C1417AYP
-34.63994525992543;-58.4141697420852;GUARANI;100;176;250000;1420.5;0;14.5;NUEVA POMPEYA;COMUNA 4;GUARANI 100;1437;C1437EBB
;;GUARDIA VIEJA;3300;247;600000;2429.1;4;14.5;;;;;
-34.600894738715596;-58.41901828277421;GUARDIA VIEJA;3900;370;700000;1891.9;0;14.5;ALMAGRO;COMUNA 5;GUARDIA VIEJA 3900;1192;C1192AAL
-34.58943130701373;-58.41896337613886;GUATEMALA;4200;127;650000;5118.1;4.2;14.5;PALERMO;COMUNA 14;GUATEMALA 4200;1425;C1425BUB
-34.57963855239775;-58.43294297788623;GUATEMALA;5700;133;620000;4661.7;3;14.5;PALERMO;COMUNA 14;GUATEMALA 5700;1425;C1425BVJ
-34.57720812592076;-58.43598358157427;GUATEMALA;6000;499;1900000;3807.6;3.5;14.5;PALERMO;COMUNA 14;GUATEMALA 6000;1425;C1425BVP
-34.58643211335005;-58.45170541347974;GUEVARA;500;268;650000;2425.4;4;14.5;CHACARITA;COMUNA 15;GUEVARA 500;1427;C1427BRJ
-34.60060163392284;-58.44587615913331;GURRUCHAGA;100;215;350000;1627.9;2;14.5;VILLA CRESPO;COMUNA 15;GURRUCHAGA 100;1414;C1414DHB
-34.591476572106494;-58.43264392808188;GURRUCHAGA;1300;403;750000;1861;1.6;14.5;PALERMO;COMUNA 14;GURRUCHAGA 1300;1414;C1414DHZ
-34.58455069009663;-58.42212599331412;GURRUCHAGA;2300;176;600000;3409.1;3.3;14.5;PALERMO;COMUNA 14;GURRUCHAGA 2300;1425;C1425FEH
-34.60090704796473;-58.483690826431065;GUTIERREZ, RICARDO;2600;170;270000;1588.2;2.5;14.5;VILLA DEL PARQUE;COMUNA 11;GUTIERREZ, RICARDO 2600;1417;C1417EBF
-34.60179067196712;-58.496829283073595;GUTIERREZ, RICARDO;3300;200;455000;2275;0;14.5;VILLA DEL PARQUE;COMUNA 11;GUTIERREZ, RICARDO 3300;1417;C1417ECB
-34.630238996673654;-58.4729758539902;HELGUERA;100;143;250000;1748.3;5;14.5;FLORES;COMUNA 7;HELGUERA 100;1406;C1406AOB
-34.62405358359622;-58.475797689364;HELGUERA;700;304;1600000;5263.2;0;14.5;FLORES;COMUNA 7;HELGUERA 700;1406;C1406APL
-34.62192525701425;-58.47674514209602;HELGUERA;900;405;550000;1358;3;14.5;FLORES;COMUNA 7;HELGUERA 900;1406;C1406APP
-34.60403906448618;-58.49131369703759;HELGUERA;2700;189;222000;1174.6;0;14.5;VILLA DEL PARQUE;COMUNA 11;HELGUERA 2700;1417;C1417CQJ
-34.58081131210762;-58.46334705126908;HEREDIA;1100;750;830000;1106.7;1.6;14.5;VILLA ORTUZAR;COMUNA 15;HEREDIA 1100;1427;C1427CNR
-34.634291361342186;-58.36843644935984;HERNANDARIAS;600;193;168000;870.5;3;14.5;BOCA;COMUNA 4;HERNANDARIAS 600;1164;C1164AAB
-34.57242408391041;-58.47408372010355;HOLMBERG;2100;187;200000;1069.5;0;14.5;VILLA URQUIZA;COMUNA 12;HOLMBERG 2100;1430;C1430DOL
-34.555021734127855;-58.48752928376914;HOLMBERG;4000;136;320000;2352.9;0;14.5;SAAVEDRA;COMUNA 12;HOLMBERG 4000;1430;C1430DQB
-34.552309969376566;-58.489404977577806;HOLMBERG;4300;177;175000;988.7;1.6;14.5;SAAVEDRA;COMUNA 12;HOLMBERG 4300;1430;C1430DQH
-34.55013055627313;-58.490934102271744;HOLMBERG;4600;251;250000;996;0;14.5;SAAVEDRA;COMUNA 12;HOLMBERG 4600;1430;C1430DQN
-34.639241535716266;-58.49457544218203;HOMERO;200;220;200000;909.1;1.6;14.5;VILLA LURO;COMUNA 10;HOMERO 200;1407;C1407IFD
-34.64284994032668;-58.49386278140533;HOMERO;500;225;330000;1466.7;0;14.5;VILLA LURO;COMUNA 10;HOMERO 500;1407;C1407IFJ
-34.584274511447155;-58.4362441160098;HONDURAS;5600;237;2000000;8438.8;1.5;14.5;PALERMO;COMUNA 14;HONDURAS 5600;1414;C1414BND
-34.62394616398348;-58.441659349166635;HUALFIN;1000;270;1000000;3703.7;3.5;14.5;CABALLITO;COMUNA 6;HUALFIN 1000;1424;C1424BXF
-34.62405228567535;-58.443289989891646;HUALFIN;1100;107;390000;3644.9;3.5;14.5;CABALLITO;COMUNA 6;HUALFIN 1100;1424;C1424BXH
-34.601644821323525;-58.42381889723156;HUMAHUACA;4200;260;660000;2538.5;0;14.5;ALMAGRO;COMUNA 5;HUMAHUACA 4200;1192;C1192ACF
-34.601644821323525;-58.42381889723156;HUMAHUACA;4200;483;900000;1863.4;3.5;14.5;ALMAGRO;COMUNA 5;HUMAHUACA 4200;1192;C1192ACF
-34.62091051202678;-58.377126021626985;HUMBERTO 1°;800;379;750000;1978.9;3.5;14.5;SAN TELMO;COMUNA 1;HUMBERTO 1° 800;1103;C1103ACP
-34.62169758079419;-58.39383637184486;HUMBERTO 1°;2000;499;850000;1703.4;3;14.5;SAN CRISTOBAL;COMUNA 3;HUMBERTO 1° 2000;1229;C1229AAD
-34.62233004037412;-58.401201257919574;HUMBERTO 1°;2600;339;400000;1179.9;3.5;14.5;SAN CRISTOBAL;COMUNA 3;HUMBERTO 1° 2600;1229;C1229AAP
-34.623193482834445;-58.40688602681341;HUMBERTO 1°;3000;468;390000;833.3;3;14.5;SAN CRISTOBAL;COMUNA 3;HUMBERTO 1° 3000;1231;C1231ACH
-34.623193482834445;-58.40688602681341;HUMBERTO 1°;3000;700;650000;928.6;2.8;14.5;SAN CRISTOBAL;COMUNA 3;HUMBERTO 1° 3000;1231;C1231ACH
-34.62352462538129;-58.4088792907103;HUMBERTO 1°;3100;350;450000;1285.7;2.7;14.5;SAN CRISTOBAL;COMUNA 3;HUMBERTO 1° 3100;1231;C1231ACJ
-34.597373789012025;-58.45137670444406;HUMBOLDT;100;216;320000;1481.5;3.4;14.5;VILLA CRESPO;COMUNA 15;HUMBOLDT 100;1414;C1414CSB
-34.597373789012025;-58.45137670444406;HUMBOLDT;100;367;750000;2043.6;3.5;14.5;VILLA CRESPO;COMUNA 15;HUMBOLDT 100;1414;C1414CSB
-34.59274827252791;-58.44517231144226;HUMBOLDT;700;178;400000;2247.2;4.2;14.5;VILLA CRESPO;COMUNA 15;HUMBOLDT 700;1414;C1414CSN
-34.59274827252791;-58.44517231144226;HUMBOLDT;700;200;395000;1975;4.2;14.5;VILLA CRESPO;COMUNA 15;HUMBOLDT 700;1414;C1414CSN
-34.588934254575356;-58.44050606624935;HUMBOLDT;1200;303;420000;1386.1;1.6;14.5;CHACARITA;COMUNA 15;HUMBOLDT 1200;1414;C1414CTF
-34.5811120165173;-58.431165171214886;HUMBOLDT;2200;209;1600000;7655.5;3;14.5;PALERMO;COMUNA 14;HUMBOLDT 2200;1425;C1425FUB
-34.5811120165173;-58.431165171214886;HUMBOLDT;2200;412;1200000;2912.6;3;14.5;PALERMO;COMUNA 14;HUMBOLDT 2200;1425;C1425FUB
-34.56547520797895;-58.487222971066494;IBERA;4800;201;235000;1169.2;0;14.5;VILLA URQUIZA;COMUNA 12;IBERA 4800;1431;C1431AED
-34.56628327557564;-58.489344153478314;IBERA;5000;190;260000;1368.4;1.6;14.5;VILLA URQUIZA;COMUNA 12;IBERA 5000;1431;C1431AEH
-34.56891105800908;-58.494076735966296;IBERA;5400;229;245000;1069.9;1.6;14.5;VILLA URQUIZA;COMUNA 12;IBERA 5400;1431;C1431AEP
-34.63171160045939;-58.41151502400618;INCLAN;3300;295;300000;1016.9;0;14.5;PARQUE PATRICIOS;COMUNA 4;INCLAN 3300;1258;C1258AAT
-34.61792485384183;-58.385738535735236;INDEPENDENCIA AV.;1400;391;590000;1509;4;14.5;CONSTITUCION;COMUNA 1;INDEPENDENCIA AV. 1400;1100;C1100ABN
-34.61845603360797;-58.39749815688279;INDEPENDENCIA AV.;2200;224;570000;2544.6;4;14.5;BALVANERA;COMUNA 3;INDEPENDENCIA AV. 2200;1225;C1225AAQ
-34.62008828131723;-58.40915749533898;INDEPENDENCIA AV.;3100;619;1250000;2019.4;0;14.5;SAN CRISTOBAL;COMUNA 3;INDEPENDENCIA AV. 3100;1225;C1225AAZ
-34.62961548678571;-58.368624894968825;IRALA;100;3762;4300000;1143;3;14.5;BOCA;COMUNA 4;IRALA 100;1163;C1163ABB
-34.63519043862234;-58.36693572146308;IRALA;700;3955;2800000;708;3;14.5;BOCA;COMUNA 4;IRALA 700;1163;C1163ABN
-34.6378196135042;-58.36643771206233;IRALA;1000;362;135000;372.9;3;14.5;BOCA;COMUNA 4;IRALA 1000;1163;C1163ABT
-34.64998288552515;-58.382452171693906;IRIARTE, GRAL. AV.;2600;920;1450000;1576.1;0;14.5;BARRACAS;COMUNA 4;IRIARTE, GRAL. AV. 2600;1291;C1291ACH
-34.62083915090192;-58.38003914651976;IRIGOYEN, BERNARDO DE;1100;317;990000;3123;4;14.5;CONSTITUCION;COMUNA 1;IRIGOYEN, BERNARDO DE 1100;1072;C1072AAV
-34.62361745289508;-58.379685262282464;IRIGOYEN, BERNARDO DE;1300;600;1200000;2000;6.3;14.5;CONSTITUCION;COMUNA 1;IRIGOYEN, BERNARDO DE 1300;1138;C1138ABB
-34.62497391518194;-58.379307856002846;IRIGOYEN, BERNARDO DE;1400;713;1150000;1612.9;5;14.5;CONSTITUCION;COMUNA 1;IRIGOYEN, BERNARDO DE 1400;1138;C1138ABD
;;IRIGOYEN, SANTOS;900;263;120000;456.3;0;14.5;;;;;
;;ISLANDIA;5000;304;425000;1398;1.6;14.5;;;;;
-34.68703571314393;-58.47245108973575;ITAQUI;6300;260;170000;653.8;0;14.5;VILLA RIACHUELO;COMUNA 8;ITAQUI 6300;1439;C1439CSD
;;ITURRI;1300;360;360000;1000;2;14.5;;;;;
-34.609246705253604;-58.41043253723001;JAURES, JEAN;100;379;390000;1029;4;14.5;BALVANERA;COMUNA 3;JAURES, JEAN 100;1215;C1215ABB
-34.63929898504245;-58.372167013342086;JOVELLANOS, GASPAR M. DE;800;200;265000;1325;1.6;14.5;BARRACAS;COMUNA 4;JOVELLANOS, GASPAR M. DE 800;1267;C1267AFB
-34.61326973642807;-58.51099496356824;JUAREZ, BENITO;2900;210;220000;1047.6;0;14.5;VILLA DEVOTO;COMUNA 11;JUAREZ, BENITO 2900;1417;C1417BLN
-34.6133094891894;-58.40520758083638;JUJUY AV.;300;158;330000;2088.6;0;14.5;BALVANERA;COMUNA 3;JUJUY AV. 300;1083;C1083AAP
